id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
5978,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
5979,0,3,2,0,0,6,2,0.25,2,2,1,6,1,0,8,0,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,241.48,0,2,3,6,0.2,19,33,12,13,10,0.0,8,False
5980,1,5,2,4,1,0,3,0.3,0,2,0,10,1,0,6,1,0,0,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,0,0,0,9,0.21,10,13,8,7,14,45.45,10,False
5981,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
5982,1,1,2,0,1,0,1,0.17,0,1,1,3,1,0,6,0,1,1,22.84,10.0,2284.01,0.08,52,0.1,126.89,228.4,1,0,0,4,0.1,15,37,9,12,10,14.29,6,False
5983,2,3,0,4,0,4,2,0.25,2,1,0,5,1,0,4,1,0,0,8.76,10.0,875.69,0.03,23,0.1,48.65,87.57,0,1,2,5,0.17,8,15,4,10,12,50.0,8,False
5984,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
5985,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,5,1.0,0,0,0,0,1,0.0,0,False
5986,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
5987,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,2,1.0,1,5,1,5,1,0.0,0,False
5988,0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,2,0.17,4,5,3,4,6,0.0,4,False
5989,4,5,2,0,1,8,3,0.17,4,3,1,13,1,0,18,0,0,0,28.22,8.25,1920.54,0.08,53,0.12,106.7,232.79,0,2,4,12,0.12,22,31,12,9,25,5.26,18,False
5990,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False
5991,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
5992,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1,0,0,2,1.0,0,2,0,2,1,0.0,0,False
5993,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
5994,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
5995,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1,0,0,3,0.5,4,8,4,7,2,0.0,0,False
5996,5,3,1,0,2,4,2,0.2,2,2,1,8,1,0,10,0,2,1,11.3,13.0,1910.29,0.05,34,0.08,106.13,146.95,0,1,2,8,0.1,14,20,7,13,20,16.67,10,False
5997,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,1.0,1,4,1,4,1,0.0,0,False
5998,7,13,3,9,7,10,9,0.21,4,5,0,33,3,0,33,0,0,0,29.94,36.35,39555.7,0.36,190,0.03,2197.54,1088.3,0,3,5,26,0.16,70,120,26,27,58,32.65,42,True
5999,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
6000,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False
6001,0,3,2,0,0,6,2,0.5,2,2,1,6,1,0,4,0,2,1,21.5,7.15,1099.18,0.05,35,0.14,61.07,153.73,0,2,3,6,0.33,13,22,10,11,6,0.0,4,False
6002,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6003,2,3,0,2,0,4,2,0.18,2,1,0,6,1,0,9,1,2,1,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,0,1,2,6,0.13,11,21,6,12,15,18.18,11,False
6004,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
6005,3,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.14,2,4,2,4,7,0.0,2,False
6006,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6007,0,3,2,0,0,4,2,0.67,2,2,1,6,1,0,3,0,2,1,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,0,1,2,6,0.4,6,9,6,8,5,0.0,3,False
6008,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
6009,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
6010,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6011,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6012,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6013,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1,0,0,3,1.0,3,5,3,5,1,0.0,0,False
6014,3,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.14,2,4,2,4,7,0.0,2,False
6015,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
6016,2,3,1,4,0,4,2,0.33,2,2,1,7,1,0,2,0,2,1,15.07,4.67,328.11,0.02,19,0.21,18.23,70.31,0,1,2,7,0.2,8,11,6,7,10,66.67,6,False
6017,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
6018,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,2,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False
6019,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False
6020,0,1,2,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,5,0.5,4,11,3,7,2,0.0,0,False
6021,2,1,0,0,1,0,1,1.0,0,1,1,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,0.04,0,1,0,1,24,50.0,1,False
6022,1,9,5,0,0,14,5,0.42,6,3,0,21,3,0,12,0,5,1,17.46,16.55,4779.2,0.1,63,0.06,265.51,288.85,0,4,7,18,0.29,28,35,11,13,17,0.0,12,False
6023,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
6024,0,3,3,0,0,4,2,0.5,2,2,1,7,1,0,4,0,1,0,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,0,1,2,7,0.33,5,12,4,9,6,0.0,4,False
6025,0,1,3,0,5,0,1,0.13,0,1,1,7,1,0,8,0,1,1,42.46,4.07,703.86,0.06,40,0.25,39.1,172.88,1,0,0,8,0.07,19,21,14,6,15,38.46,8,False
6026,4,7,1,1,8,12,4,0.17,6,1,0,20,1,0,23,0,0,0,23.26,21.67,10918.18,0.17,113,0.05,606.57,503.92,0,3,6,18,0.11,52,61,12,10,38,28.13,24,False
6027,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,1.0,1,4,1,4,1,0.0,0,False
6028,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.33,4,5,4,4,3,0.0,2,False
6029,14,1,1,2,4,0,1,0.03,0,1,1,6,1,0,36,0,0,0,96.51,10.29,10209.86,0.33,192,0.1,567.21,992.63,1,0,0,7,0.02,72,120,28,8,58,14.29,38,False
6030,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6031,0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50.0,2,False
6032,1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0.0,2,False
6033,1,1,1,3,0,0,1,0.2,0,1,1,4,1,0,2,1,0,0,10.75,6.0,387.18,0.02,18,0.17,21.51,64.53,1,0,0,5,0.13,6,12,4,8,8,60.0,5,False
6034,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6035,3,5,3,9,0,8,3,0.18,4,3,1,13,1,0,8,0,0,0,31.33,6.0,1128.0,0.06,47,0.17,62.67,188.0,0,2,4,12,0.14,20,27,10,6,22,52.94,17,False
6036,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,2,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,False
6037,1,3,4,0,2,4,2,0.17,2,2,1,8,1,0,12,0,2,1,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0,1,2,8,0.12,13,18,8,11,17,14.29,12,False
6038,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6039,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False
6040,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
6041,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6042,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False
6043,1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,False
6044,7,13,9,0,7,20,7,0.29,8,4,0,32,6,0,24,0,0,0,49.18,11.8,6842.92,0.19,109,0.08,380.16,580.09,0,6,10,27,0.18,49,60,27,13,40,22.58,24,False
6045,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,0.5,0,0,0,0,2,0.0,0,False
6046,0,1,1,0,3,0,1,0.5,0,1,1,2,1,0,2,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.14,2,4,2,4,7,60.0,2,False
6047,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6048,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6049,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6050,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6051,2,1,0,0,1,0,1,1.0,0,1,1,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,0.04,0,1,0,1,24,50.0,1,False
6052,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6053,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
6054,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False
6055,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6056,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
6057,8,9,0,2,5,16,5,0.16,8,1,0,23,1,0,29,0,4,0,35.48,36.0,45981.46,0.43,240,0.03,2554.53,1277.26,0,4,8,20,0.11,88,152,22,18,47,19.44,31,False
6058,2,5,3,0,2,8,3,0.33,4,2,0,11,1,0,9,0,3,1,17.13,6.0,616.79,0.03,27,0.17,34.27,102.8,0,2,4,10,0.2,12,15,7,7,15,18.18,9,False
6059,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,3,1.0,1,4,1,4,1,0.0,0,False
6060,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6061,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1,0,0,3,1.0,3,5,3,5,1,0.0,0,False
6062,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
6063,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6064,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6065,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6066,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
6067,0,3,1,0,0,4,2,1.0,2,2,1,6,1,0,0,0,2,1,6.69,7.5,376.42,0.02,14,0.13,20.91,50.19,0,1,2,6,1.0,5,9,3,9,2,0.0,0,False
6068,0,1,2,0,0,0,1,1.0,0,1,1,3,1,0,0,0,1,1,9.29,1.5,20.9,0.0,6,0.67,1.16,13.93,1,0,0,4,0.5,2,4,2,3,2,0.0,0,False
6069,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,1.0,1,4,1,4,1,0.0,0,False
6070,0,1,7,0,0,0,1,0.09,0,1,1,8,1,0,11,2,1,1,51.18,4.08,853.31,0.07,45,0.24,47.41,208.97,1,0,0,9,0.08,21,24,18,7,13,0.0,11,False
6071,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False
6072,10,1,1,0,9,0,1,0.14,0,1,1,2,1,0,7,0,0,0,38.4,2.5,240.0,0.03,24,0.4,13.33,96.0,1,0,0,3,0.04,11,13,11,5,28,56.25,7,False
6073,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1,0,0,3,0.5,4,6,4,5,2,0.0,0,False
6074,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False
6075,1,17,8,0,7,30,9,0.36,14,8,0,38,3,0,25,0,0,0,19.39,47.27,43326.7,0.31,185,0.02,2407.04,916.53,0,8,15,31,0.26,52,133,11,20,35,21.88,25,False
6076,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False
6077,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,1,0,1,0,1,0.0,0,False
6078,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,17.24,7.5,969.51,0.04,31,0.13,53.86,129.27,0,2,4,14,0.19,12,19,8,10,16,0.0,13,False
6079,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False
6080,0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False
6081,2,3,0,2,0,4,2,0.18,2,1,0,6,1,0,9,1,2,1,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,0,1,2,6,0.13,11,21,6,12,15,18.18,11,False
6082,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,2,1.0,2,5,2,5,1,0.0,0,False
6083,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,3,1.0,0,0,0,0,1,0.0,0,False
6084,0,1,2,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,5,0.5,4,11,3,7,2,0.0,0,False
6085,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6086,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False
6087,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6088,0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False
6089,11,31,7,2,1,54,16,0.25,24,8,0,64,16,1,62,0,6,0,36.13,35.2,44768.42,0.42,221,0.03,2487.13,1271.83,1,15,27,50,0.21,88,133,30,24,78,4.62,64,False
6090,10,1,1,0,9,0,1,0.14,0,1,1,2,1,0,7,0,0,0,38.4,2.5,240.0,0.03,24,0.4,13.33,96.0,1,0,0,3,0.04,11,13,11,5,28,56.25,7,False
6091,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False
6092,0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,0,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False
6093,1,5,3,0,0,8,3,0.23,4,3,1,15,1,0,13,0,2,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
6094,0,3,0,0,0,4,2,0.5,2,1,0,6,1,0,4,0,2,1,11.52,3.75,161.94,0.01,13,0.27,9.0,43.19,0,1,2,6,0.33,5,8,4,6,6,0.0,4,False
6095,0,3,3,0,0,4,2,0.5,2,2,1,7,1,0,4,0,1,0,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,0,1,2,7,0.33,5,12,4,9,6,0.0,4,False
6096,7,17,10,0,7,32,9,0.25,16,8,0,41,1,0,36,0,0,0,40.47,20.0,16189.25,0.27,142,0.05,899.4,809.46,0,8,16,34,0.17,64,78,32,20,52,16.28,36,False
6097,0,1,2,0,0,0,1,1.0,0,1,1,3,1,0,0,0,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1,0,0,4,1.0,2,7,2,6,1,0.0,0,False
6098,0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False
6099,1,5,2,4,1,0,3,0.3,0,2,0,10,1,0,6,1,0,0,20.54,4.38,393.13,0.03,23,0.23,21.84,89.86,0,0,0,9,0.21,10,13,8,7,14,45.45,10,False
6100,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6101,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False
6102,0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0,1,2,6,0.33,8,9,5,7,6,0.0,4,False
6103,12,1,2,13,9,0,1,0.05,0,1,1,10,1,0,6,1,1,1,76.17,7.41,4179.42,0.19,110,0.14,232.19,564.22,1,0,0,11,0.02,50,60,27,8,42,78.57,19,False
6104,14,1,1,2,4,0,1,0.03,0,1,1,6,1,0,36,0,0,0,96.51,10.29,10209.86,0.33,192,0.1,567.21,992.63,1,0,0,7,0.02,72,120,28,8,58,14.29,38,False
6105,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False
6106,0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,0.25,3,8,3,7,4,0.0,2,False
6107,0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1,0,0,2,0.5,5,11,3,8,2,0.0,0,False
6108,1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0.0,8,False
6109,0,1,2,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,5,0.5,4,11,3,7,2,0.0,0,False
