id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
2489,1,4,5,0,0,1,0.17,0,0.0,1,1.0,5,1,0,1,0,26.97,8.33,1872.84,0.07,52,0.12,104.05,224.74,1.0,0,0,6,0.13,25,27,12,8,8,83.33,6,False
2490,5,1,6,0,4,3,0.3,2,2.0,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60.0,10,False
2491,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False
2492,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False
2493,3,1,4,6,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,0.5,1,2,5,0.14,5,9,4,6,14,83.33,6,False
2494,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,4,0.33,1,6,1,5,3,50.0,2,False
2495,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,3,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,1.0,0,0,3,0.17,5,6,5,5,6,66.67,3,False
2496,3,2,3,0,4,2,0.5,2,2.0,2,1.0,7,1,0,1,3,10.79,10.5,1189.65,0.04,29,0.1,66.09,113.3,0.5,1,2,7,0.29,14,15,6,9,7,75.0,4,False
2497,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
2498,3,0,6,0,4,2,0.25,2,2.0,1,0.5,6,1,0,2,2,8.79,7.88,544.86,0.02,20,0.13,30.27,69.19,0.5,1,2,6,0.2,9,11,4,7,10,75.0,8,False
2499,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,2,1.0,3,4,3,4,1,0.0,0,False
2500,7,1,7,0,10,4,0.44,4,2.5,1,0.25,13,3,0,2,5,10.84,18.42,3676.94,0.07,47,0.05,204.27,199.65,0.75,3,5,11,0.31,17,30,6,13,13,77.78,9,False
2501,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
2502,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2503,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2504,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2505,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2506,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,11.07,3.0,99.66,0.01,10,0.33,5.54,33.22,1.0,0,0,2,0.2,4,6,4,6,5,66.67,3,False
2507,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
2508,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False
2509,8,1,17,0,4,6,0.32,2,2.0,2,0.33,16,1,0,2,3,24.17,10.23,2529.6,0.08,52,0.1,140.53,247.25,0.17,1,2,12,0.27,19,33,13,14,22,89.47,19,False
2510,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2511,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2512,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1.0,0,0,2,1.0,4,5,3,4,1,0.0,0,False
2513,1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.2,4,7,3,4,5,66.67,3,False
2514,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.25,2,4,2,4,4,50.0,2,False
2515,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,4,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,1.0,0,0,3,0.25,5,8,5,6,4,66.67,3,False
2516,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,0,7.24,2.5,45.24,0.01,7,0.4,2.51,18.09,1.0,0,0,4,0.33,1,6,1,5,3,50.0,2,False
2517,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,10,34.06,3.0,306.56,0.03,25,0.33,17.03,102.19,1.0,0,0,3,0.17,11,14,11,6,6,75.0,4,False
2518,1,0,1,0,0,1,0.33,0,0.0,1,1.0,1,1,0,2,1,4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,1.0,0,0,2,0.2,1,1,1,1,5,33.33,3,False
2519,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2520,3,1,1,0,4,2,1.0,2,2.0,1,0.5,7,1,0,1,2,12.29,3.5,150.57,0.01,12,0.29,8.36,43.02,0.5,1,2,7,0.33,5,7,5,7,6,50.0,2,False
2521,3,2,6,1,4,2,0.22,2,2.0,1,0.5,7,1,0,3,2,11.06,11.14,1372.69,0.04,29,0.09,76.26,123.19,0.5,1,2,7,0.17,13,16,7,12,12,70.0,9,False
2522,5,4,5,0,8,3,0.5,4,2.0,1,0.33,14,1,0,1,0,15.08,11.7,2064.1,0.06,39,0.09,114.67,176.42,0.33,2,4,13,0.38,18,21,10,13,8,83.33,6,False
2523,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,50.0,2,False
2524,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,1.0,2,6,2,6,1,0.0,0,False
2525,3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False
2526,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2527,5,4,8,1,8,3,0.27,4,2.0,3,1.0,14,1,0,3,3,13.21,17.1,3863.67,0.08,47,0.06,214.65,225.95,0.33,2,4,13,0.2,19,28,10,18,15,75.0,11,False
2528,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,5.81,8.0,372.06,0.02,14,0.13,20.67,46.51,1.0,0,0,3,0.5,4,10,2,8,2,0.0,1,False
2529,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
2530,3,1,4,2,4,2,0.33,2,2.0,2,1.0,5,1,0,2,0,8.64,4.17,150.0,0.01,12,0.24,8.33,36.0,0.5,1,2,5,0.2,5,7,3,5,10,75.0,6,False
2531,3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,1.0,3,5,2,5,2,0.0,0,False
2532,3,0,1,4,4,2,1.0,2,2.0,1,0.5,6,1,0,1,0,6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.25,5,6,3,6,8,83.33,2,False
2533,1,1,2,3,0,1,0.33,0,0.0,1,1.0,2,1,0,1,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,3,0.13,3,6,3,5,8,83.33,3,False
2534,21,3,22,13,40,11,0.46,20,2.0,11,1.0,43,1,0,2,2,102.3,4.13,1740.72,0.14,86,0.24,96.71,421.99,0.09,10,20,34,0.29,33,53,24,6,38,94.59,24,False
2535,5,7,3,2,6,3,0.75,2,3.0,3,1.0,14,3,1,1,1,13.22,5.6,414.45,0.02,20,0.18,23.02,74.01,1.0,2,3,13,0.38,7,13,5,8,8,83.33,4,False
2536,1,4,4,0,0,1,0.2,0,0.0,1,1.0,5,1,0,1,1,14.47,5.63,457.93,0.03,22,0.18,25.44,81.41,1.0,0,0,6,0.13,5,17,4,9,8,80.0,5,False
2537,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
2538,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,2.71,12.0,390.08,0.01,14,0.08,21.67,32.5,1.0,0,0,2,0.25,6,8,1,4,4,50.0,2,False
2539,7,5,9,0,10,4,0.4,4,2.5,3,0.75,14,1,0,1,2,28.12,7.5,1581.81,0.07,46,0.13,87.88,210.91,0.25,3,5,12,0.33,21,25,14,10,12,90.0,10,False
2540,3,2,4,9,4,2,0.33,2,2.0,2,1.0,8,1,0,2,0,14.24,6.86,669.75,0.03,25,0.15,37.21,97.67,0.5,1,2,8,0.12,12,13,7,8,17,86.67,6,False
2541,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.2,3,6,3,6,5,50.0,2,False
2542,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,4,14.34,3.5,175.66,0.02,14,0.29,9.76,50.19,1.0,0,0,3,0.25,5,9,5,7,4,66.67,3,False
2543,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,2,0,2,0,1,0.0,0,False
2544,5,2,3,0,6,3,0.6,2,3.0,2,0.67,9,1,0,2,2,18.2,5.5,550.43,0.03,24,0.18,30.58,100.08,0.33,2,3,8,0.43,11,13,9,9,7,60.0,5,False
2545,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.33,2,5,2,5,3,50.0,2,False
2546,1,1,4,0,0,1,0.2,0,0.0,1,1.0,2,1,0,1,13,40.16,3.5,491.94,0.05,32,0.29,27.33,140.55,1.0,0,0,3,0.14,14,18,14,7,7,80.0,5,False
2547,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,50.0,2,False
2548,1,2,3,0,0,1,0.25,0,0.0,1,1.0,4,1,0,1,1,25.09,2.86,204.86,0.02,20,0.35,11.38,71.7,1.0,0,0,5,0.17,8,12,7,5,6,75.0,4,False
2549,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.2,2,4,2,4,5,0.0,0,False
2550,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,17.43,2.0,69.74,0.01,11,0.5,3.87,34.87,1.0,0,0,3,0.25,5,6,5,4,4,50.0,2,False
2551,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
2552,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,66.67,3,False
2553,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2554,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,9,28.03,3.5,343.35,0.03,24,0.29,19.07,98.1,1.0,0,0,3,0.2,10,14,10,7,5,75.0,4,False
2555,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,5.54,39.86,1.0,0,0,4,0.17,5,7,5,5,6,50.0,2,False
2556,7,1,9,1,12,4,0.33,6,2.0,2,0.5,15,4,1,3,2,14.31,10.0,1430.61,0.05,35,0.1,79.48,143.06,1.0,3,6,13,0.27,14,21,7,10,15,76.92,12,False
2557,1,1,1,0,4,1,0.5,2,2.0,1,1.0,2,1,0,1,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,1,2,3,0.25,1,6,1,6,4,50.0,2,False
2558,1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,4,19.0,4.29,348.9,0.03,22,0.23,19.38,81.41,1.0,0,0,4,0.17,10,12,7,6,6,66.67,3,False
2559,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False
2560,3,1,2,0,4,2,0.67,2,2.0,1,0.5,6,1,0,1,1,21.78,6.05,797.21,0.04,30,0.17,44.29,131.77,0.5,1,2,6,0.4,11,19,10,11,5,66.67,3,False
2561,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,3,0.33,3,8,3,7,3,50.0,2,False
2562,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
2563,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2564,1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,0,10.84,1.5,24.38,0.01,7,0.67,1.35,16.25,1.0,0,0,4,0.2,2,5,2,3,5,66.67,3,False
2565,11,8,20,5,20,6,0.25,10,2.0,5,0.83,34,1,0,4,1,20.14,22.1,9834.5,0.15,89,0.05,546.36,445.0,0.17,5,10,30,0.19,39,50,15,17,31,86.21,24,False
2566,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,4,32.5,0.5,8.13,0.01,7,2.0,0.45,16.25,1.0,0,0,2,0.13,4,3,4,1,8,50.0,2,False
2567,3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,3,16.89,4.5,342.0,0.03,19,0.22,19.0,76.0,0.5,1,2,6,0.4,7,12,7,9,5,66.67,3,False
2568,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2569,1,4,5,4,0,1,0.14,0,0.0,1,1.0,7,1,0,2,2,40.87,2.44,244.23,0.03,27,0.41,13.57,99.91,1.0,0,0,8,0.08,11,16,9,4,12,81.82,7,False
2570,5,20,54,100,8,3,0.05,4,2.0,2,0.67,35,1,0,3,0,85.35,18.7,29847.5,0.53,280,0.05,1658.19,1596.12,0.33,2,4,34,0.02,77,203,35,17,159,98.09,57,False
2571,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,3,0.17,4,6,3,5,6,75.0,4,False
2572,7,4,9,1,12,4,0.33,6,2.0,4,1.0,20,1,0,3,5,18.18,17.0,5255.28,0.1,63,0.06,291.96,309.13,0.25,3,6,18,0.24,26,37,13,17,17,76.92,12,False
2573,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
2574,9,4,16,1,16,5,0.28,8,2.0,4,0.8,29,1,0,2,1,13.97,34.36,16494.55,0.16,96,0.03,916.36,480.0,0.2,4,8,26,0.24,36,60,11,21,21,89.47,18,False
2575,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,3,0.25,1,5,1,5,4,50.0,2,False
2576,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,4.0,0.5,1.0,0.0,2,2.0,0.06,2.0,1.0,0,0,3,1.0,1,1,1,1,1,0.0,0,False
2577,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,1,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,0.33,0,1,0,1,3,0.0,1,False
2578,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False
2579,3,0,1,0,4,2,1.0,2,2.0,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,18,0.06,54.49,62.27,0.5,1,2,6,0.5,7,11,2,9,4,50.0,2,False
2580,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.2,3,6,2,5,5,66.67,3,False
2581,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.33,2,5,2,5,3,50.0,2,False
2582,3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80.0,5,False
2583,3,1,3,4,4,2,0.5,2,2.0,2,1.0,5,1,0,1,0,7.4,5.83,251.91,0.01,13,0.17,14.0,43.19,0.5,1,2,5,0.2,5,8,3,7,10,87.5,4,False
2584,1,4,5,0,0,1,0.17,0,0.0,1,1.0,5,1,0,1,0,26.97,8.33,1872.84,0.07,52,0.12,104.05,224.74,1.0,0,0,6,0.13,25,27,12,8,8,83.33,6,False
2585,1,2,2,0,0,1,0.33,0,0.0,1,1.0,4,1,0,1,1,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,1.0,0,0,5,0.2,5,12,4,9,5,66.67,3,False
2586,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,3,0.25,3,8,3,7,4,50.0,2,False
2587,3,1,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,1,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,2,3,5,0.5,5,9,4,7,4,50.0,2,False
2588,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,50.0,2,False
2589,3,2,7,0,4,2,0.22,2,2.0,2,1.0,6,1,0,2,3,12.02,9.75,1142.77,0.04,30,0.1,63.49,117.21,0.5,1,2,6,0.17,13,17,6,9,12,77.78,9,False
2590,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
2591,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,1.0,0,0,2,0.33,5,8,4,7,3,50.0,2,False
2592,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2593,1,1,3,0,0,1,0.25,0,0.0,1,1.0,2,1,0,1,9,28.03,3.5,343.35,0.03,24,0.29,19.07,98.1,1.0,0,0,3,0.2,10,14,10,7,5,75.0,4,False
2594,1,2,2,0,0,1,0.33,0,0.0,1,1.0,4,1,0,1,1,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,1.0,0,0,5,0.2,5,12,4,9,5,66.67,3,False
2595,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2596,1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False
2597,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False
2598,1,2,1,0,0,1,0.5,0,0.0,1,1.0,3,1,0,1,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,4,0.25,4,6,4,5,4,50.0,2,False
2599,3,1,0,0,4,2,1.0,2,2.0,1,0.5,7,1,0,0,2,8.18,7.0,401.52,0.02,16,0.14,22.31,57.36,0.5,1,2,7,2.0,7,9,4,8,1,0.0,0,False
2600,3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,0.5,3,5,2,5,4,50.0,2,False
2601,7,2,12,0,12,4,0.27,6,2.0,3,0.75,15,1,0,3,2,10.48,27.19,7748.01,0.09,63,0.04,430.45,284.98,0.25,3,6,13,0.24,29,34,8,15,17,80.0,15,False
2602,5,3,11,5,8,3,0.23,4,2.0,2,0.67,16,1,0,2,0,31.06,13.76,5884.44,0.14,88,0.07,326.91,427.5,0.33,2,4,15,0.15,39,49,17,12,20,88.89,13,False
2603,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False
2604,3,0,1,4,4,2,1.0,2,2.0,1,0.5,6,1,0,1,0,6.97,5.0,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,6,0.25,5,6,3,6,8,83.33,2,False
2605,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
2606,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,3,0.5,1,0,1,0,2,0.0,1,False
2607,3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0,0,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,1.0,3,5,2,5,2,0.0,0,False
2608,77,63,204,72,148,39,0.18,74,2.0,39,1.0,250,1,0,12,2,286.79,27.72,220367.27,2.65,1044,0.04,12242.63,7949.76,0.03,37,74,213,0.13,462,582,175,21,289,95.83,216,False
2609,13,4,15,1,24,7,0.41,12,2.0,7,1.0,37,1,0,2,6,20.11,31.88,20434.13,0.21,124,0.03,1135.23,641.07,0.14,6,12,32,0.32,51,73,16,20,22,88.89,17,False
2610,1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,1.0,0,0,3,1.0,4,7,3,6,1,0.0,0,False
2611,7,4,8,0,12,4,0.4,6,2.0,4,1.0,18,1,0,2,0,14.11,15.17,3246.47,0.07,48,0.07,180.36,214.05,0.25,3,6,16,0.33,21,27,9,13,12,80.0,10,False
2612,3,0,1,0,6,2,1.0,2,3.0,1,0.5,5,1,0,1,2,7.0,6.0,252.0,0.01,14,0.17,14.0,42.0,0.5,2,3,5,0.5,4,10,2,6,4,50.0,2,False
2613,3,0,0,0,4,2,1.0,2,2.0,1,0.5,6,1,0,2,4,10.8,3.33,120.0,0.01,12,0.3,6.67,36.0,0.5,1,2,6,0.4,4,8,3,5,5,0.0,2,False
2614,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,17.43,2.0,69.74,0.01,11,0.5,3.87,34.87,1.0,0,0,3,0.25,5,6,5,4,4,50.0,2,False
2615,1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False
2616,1,2,3,16,0,1,0.25,0,0.0,1,1.0,3,1,0,1,0,17.3,3.0,155.67,0.02,15,0.33,8.65,51.89,1.0,0,0,4,0.05,5,10,5,6,22,95.0,4,False
2617,11,3,21,1,20,6,0.24,10,2.0,5,0.83,29,5,0,4,3,17.18,20.8,7433.12,0.12,79,0.05,412.95,357.36,0.83,5,10,25,0.21,32,47,10,13,29,84.62,25,False
2618,3,3,6,0,4,2,0.25,2,2.0,2,1.0,7,1,0,2,1,16.65,4.67,362.64,0.03,21,0.21,20.15,77.71,0.5,1,2,7,0.2,8,13,6,7,10,75.0,8,False
