id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
1343,14,1,5,0,21,0,1,0.08,0,0.0,1,1.0,8,1,0.0,12,0,45.11,4.94,1101.41,0.07,48,0.2,61.19,222.91,1.0,0,0,9,0.02,21,27,17,8,48,63.64,12,False
1344,14,5,4,4,19,6,3,0.18,2,3.0,2,0.67,12,3,1.0,13,3,34.91,12.87,5781.77,0.15,85,0.08,321.21,449.26,1.0,2,3,11,0.06,37,48,23,16,51,63.89,17,True
1345,2,9,1,0,0,14,5,0.63,6,2.33,4,0.8,18,4,0.75,8,1,7.35,21.12,3281.21,0.05,38,0.05,182.29,155.32,0.8,4,7,15,0.45,13,25,4,13,11,0.0,8,False
1346,9,3,0,1,7,6,2,0.33,2,3.0,1,0.5,5,1,0.0,5,0,16.12,7.5,906.96,0.04,29,0.13,50.39,120.93,0.5,2,3,5,0.09,12,17,8,10,23,61.54,6,False
1347,1,9,3,0,0,16,5,0.26,8,2.0,5,1.0,24,1,0.0,19,0,42.5,16.14,11090.08,0.23,129,0.06,616.12,686.53,0.2,4,8,21,0.24,60,69,26,14,21,0.0,19,False
1348,13,9,7,1,42,16,5,0.1,8,2.0,3,0.6,33,1,0.0,50,3,106.51,20.0,42604.83,0.71,325,0.05,2366.93,2130.24,0.2,4,8,30,0.05,148,177,74,20,107,46.24,51,True
1349,26,17,10,3,35,34,9,0.3,14,2.43,6,0.67,38,3,0.25,27,1,67.59,11.15,8408.78,0.25,131,0.09,467.15,753.89,0.33,10,17,31,0.1,58,73,39,15,92,58.46,30,True
1350,1,5,1,0,0,8,3,0.38,4,2.0,2,0.67,10,3,1.0,8,1,10.76,14.86,2375.83,0.05,37,0.07,131.99,159.91,1.0,2,4,9,0.3,16,21,7,13,10,0.0,8,False
1351,12,11,5,0,6,16,6,0.25,6,2.67,4,0.67,20,5,0.8,24,1,34.84,19.8,13657.11,0.23,121,0.05,758.73,689.75,0.83,5,8,16,0.14,54,67,30,22,43,20.0,24,False
1352,18,17,5,6,11,32,9,0.23,16,2.0,6,0.67,35,1,0.0,33,0,48.39,35.46,60838.51,0.57,301,0.03,3379.92,1715.83,0.11,8,16,28,0.13,146,155,35,17,69,34.0,39,False
1353,56,71,13,42,24,140,36,0.26,70,2.0,17,0.47,181,1,0.0,99,0,79.48,89.75,640223.79,2.38,1056,0.01,35567.99,7133.16,0.03,35,70,147,0.16,489,567,79,29,230,40.0,141,False
1354,22,13,7,8,1,20,7,0.18,8,2.5,5,0.71,27,4,0.5,31,1,73.73,12.57,11641.4,0.31,155,0.08,646.74,926.48,0.57,6,11,22,0.11,68,87,46,17,63,22.5,39,False
1355,0,3,1,0,0,6,2,0.4,2,3.0,2,1.0,5,1,0.0,5,0,11.91,5.25,328.18,0.02,16,0.19,18.23,62.51,0.5,2,3,5,0.33,7,9,6,9,6,0.0,5,False
1356,1,1,0,0,0,0,1,0.17,0,0.0,1,1.0,1,1,0.0,6,0,17.79,2.92,151.35,0.02,15,0.34,8.41,51.89,1.0,0,0,2,0.13,7,8,6,5,8,0.0,6,False
1357,2,5,0,0,0,8,3,0.3,4,2.0,1,0.33,9,1,0.0,10,1,13.12,10.83,1539.78,0.05,31,0.09,85.54,142.13,0.33,2,4,8,0.23,13,18,9,15,13,0.0,10,False
1358,2,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,0,12.37,6.0,445.39,0.02,19,0.17,24.74,74.23,1.0,0,0,3,0.1,8,11,6,9,10,0.0,7,False
1359,4,11,4,0,3,18,6,0.25,8,2.25,4,0.67,22,4,0.6,24,2,29.2,19.5,11102.33,0.19,111,0.05,616.8,569.35,0.67,5,9,18,0.19,52,59,20,15,32,11.11,24,False
1360,77,33,6,23,43,60,17,0.16,28,2.14,5,0.29,79,10,0.56,83,1,74.12,38.38,109170.24,0.95,431,0.03,6065.01,2844.56,0.59,16,30,64,0.07,199,232,70,27,227,44.3,106,False
1361,18,11,5,0,4,16,6,0.32,6,2.67,6,1.0,27,5,0.8,19,2,28.88,30.38,26642.14,0.29,171,0.03,1480.12,877.11,0.83,5,8,23,0.14,81,90,20,15,42,17.39,19,True
1362,6,3,6,1,0,4,2,0.18,2,2.0,2,1.0,10,1,0.0,10,1,31.9,6.9,1518.54,0.07,48,0.14,84.36,220.08,0.5,1,2,10,0.11,23,25,15,9,18,9.09,11,True
1363,0,3,2,0,0,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,1,19.23,4.89,459.61,0.03,23,0.2,25.53,94.01,0.5,1,2,7,0.29,11,12,9,8,7,0.0,6,False
1364,1,3,1,0,0,4,2,0.4,2,2.0,2,1.0,7,1,0.0,5,3,10.99,6.4,449.97,0.02,19,0.16,25.0,70.31,0.5,1,2,7,0.29,8,11,5,8,7,0.0,5,False
1365,5,29,6,0,0,56,15,0.41,28,2.0,15,1.0,66,14,0.93,37,4,93.04,18.79,32840.16,0.58,272,0.05,1824.45,1747.94,0.93,14,28,53,0.23,124,148,66,20,65,0.0,37,False
1366,2,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,2,0.2,4,7,4,6,5,0.0,2,False
1367,1,5,0,0,0,8,3,0.3,4,2.0,1,0.33,9,3,1.0,10,1,9.26,12.1,1355.2,0.04,28,0.08,75.29,112.0,1.0,2,4,8,0.25,11,17,5,11,12,0.0,10,False
1368,4,1,0,0,0,0,1,0.14,0,0.0,1,1.0,1,1,0.0,7,0,62.39,5.21,1693.79,0.11,70,0.19,94.1,325.07,1.0,0,0,2,0.08,33,37,19,6,12,0.0,7,False
1369,6,7,3,3,5,12,4,0.5,6,2.0,4,1.0,13,1,0.0,5,0,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,0.25,3,6,11,0.2,12,16,8,6,20,61.54,8,False
1370,1,5,1,0,0,8,3,0.38,4,2.0,2,0.67,10,3,1.0,8,1,11.85,10.21,1236.07,0.04,28,0.1,68.67,121.01,1.0,2,4,9,0.3,11,17,7,13,10,0.0,8,False
1371,14,9,1,3,10,14,5,0.33,6,2.33,2,0.4,17,3,0.5,12,0,22.72,18.75,7988.64,0.14,86,0.05,443.81,426.06,0.6,4,7,14,0.13,40,46,16,15,40,52.0,15,False
1372,8,5,5,0,19,6,3,0.2,2,3.0,1,0.33,13,1,0.0,15,1,28.04,10.32,2988.73,0.1,59,0.1,166.04,289.51,0.33,2,3,12,0.07,27,32,17,13,43,55.88,15,False
1373,8,33,6,3,16,58,17,0.28,26,2.23,4,0.24,71,8,0.44,57,2,81.83,29.21,69838.03,0.8,375,0.03,3879.89,2390.64,0.47,16,29,56,0.2,162,213,61,22,85,25.0,60,False
1374,1,7,0,0,0,12,4,0.57,6,2.0,1,0.25,12,4,1.0,7,2,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,1.0,3,6,10,0.44,14,18,8,11,9,0.0,7,False
1375,1,1,1,0,0,0,1,0.07,0,0.0,1,1.0,5,1,0.0,14,1,39.95,35.53,50426.13,0.47,279,0.03,2801.45,1419.4,1.0,0,0,6,0.06,90,189,19,15,16,0.0,14,False
1376,2,7,0,0,0,12,4,0.29,6,2.0,1,0.25,16,1,0.0,14,3,21.83,21.53,10120.67,0.16,94,0.05,562.26,470.0,0.25,3,6,14,0.24,38,56,15,17,17,0.0,14,False
1377,8,3,3,1,1,4,2,0.2,2,2.0,2,1.0,7,1,0.0,9,2,24.89,7.0,1219.6,0.06,38,0.14,67.76,174.23,0.5,1,2,7,0.1,14,24,12,12,20,18.18,10,False
1378,5,1,2,0,10,0,1,0.2,0,0.0,1,1.0,3,1,0.0,5,0,19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,1.0,0,0,4,0.05,6,8,6,5,21,66.67,5,False
1379,1,5,2,0,0,8,3,0.23,4,2.0,3,1.0,10,3,1.0,13,2,18.24,12.73,2955.18,0.08,50,0.08,164.18,232.19,1.0,2,4,9,0.2,20,30,11,14,15,0.0,13,False
1380,4,1,0,0,0,0,1,0.17,0,0.0,1,1.0,1,1,0.0,6,2,13.38,12.86,2211.43,0.06,43,0.08,122.86,172.0,1.0,0,0,2,0.09,20,23,7,9,11,0.0,6,False
1381,41,31,3,3,22,54,16,0.21,24,2.25,6,0.38,65,3,0.13,73,0,90.21,25.16,57086.39,0.76,355,0.04,3171.47,2269.27,0.19,15,27,51,0.11,161,194,64,20,140,25.51,76,False
1382,0,5,1,0,0,8,3,0.43,4,2.0,3,1.0,12,1,0.0,7,1,15.57,12.6,2472.31,0.07,44,0.08,137.35,196.21,0.33,2,4,11,0.38,21,23,10,12,8,0.0,7,False
1383,5,10,5,1,4,10,6,0.21,4,2.5,5,0.83,23,1,0.0,28,1,38.67,25.92,25983.73,0.33,175,0.04,1443.54,1002.39,0.17,3,5,19,0.15,79,96,32,21,39,15.15,29,False
1384,45,50,9,42,27,88,27,0.16,44,2.0,11,0.41,121,1,0.0,122,0,106.48,59.27,374043.26,2.1,863,0.02,20780.18,6311.02,0.04,22,44,96,0.11,405,458,123,36,237,36.13,164,True
1385,3,3,0,0,0,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,0,8.4,7.0,411.67,0.02,17,0.14,22.87,58.81,0.5,1,2,6,0.18,8,9,4,7,11,0.0,7,False
1386,2,7,2,0,0,8,4,0.31,4,2.0,3,0.75,15,1,0.0,13,0,14.24,12.75,2314.39,0.06,42,0.08,128.58,181.52,0.25,2,4,13,0.25,17,25,8,12,16,0.0,13,False
1387,4,3,0,1,0,4,2,0.29,2,2.0,1,0.5,6,1,0.0,6,1,12.06,6.0,434.04,0.02,19,0.17,24.11,72.34,0.5,1,2,6,0.17,9,10,6,8,12,14.29,7,False
1388,0,1,2,0,0,0,1,0.17,0,0.0,1,1.0,3,1,0.0,6,1,27.24,2.29,142.33,0.02,18,0.44,7.91,62.27,1.0,0,0,4,0.14,8,10,7,4,7,0.0,6,False
1389,0,6,1,0,0,0,5,0.26,0,0.0,5,1.0,12,1,0.0,19,4,25.77,10.18,2670.15,0.09,54,0.1,148.34,262.33,0.2,0,0,9,0.25,19,35,14,15,20,0.0,19,False
1390,17,1,1,3,3,0,1,0.11,0,0.0,1,1.0,2,1,0.0,6,0,18.33,9.0,1484.99,0.05,37,0.11,82.5,165.0,1.0,0,0,3,0.03,15,22,10,12,30,50.0,9,False
1391,1,95,3,3,0,188,48,0.45,94,2.0,2,0.04,238,1,0.0,103,0,47.04,115.43,626797.86,1.81,1007,0.01,34822.1,5430.06,0.02,47,94,192,0.44,515,492,29,13,108,2.83,106,False
1392,2,1,2,0,0,0,1,0.5,0,0.0,1,1.0,3,1,0.0,2,1,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,4,0.2,4,6,3,5,5,0.0,2,False
1393,1,11,1,0,1,20,6,0.43,10,2.0,2,0.33,21,4,0.6,14,3,16.12,22.73,8332.05,0.12,74,0.04,462.89,366.61,0.67,5,10,17,0.35,25,49,11,20,17,6.67,14,False
1394,3,13,4,5,0,24,7,0.26,12,2.0,7,1.0,27,6,0.83,22,3,36.01,13.42,6486.52,0.16,95,0.07,360.36,483.31,0.86,6,12,22,0.23,34,61,19,15,31,18.52,27,False
1395,1,1,0,0,0,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,4,13.9,10.0,1389.74,0.05,34,0.1,77.21,138.97,1.0,0,0,2,0.08,14,20,7,10,12,0.0,10,False
1396,4,5,1,0,0,8,3,0.33,4,2.0,2,0.67,8,1,0.0,9,2,23.64,9.31,2048.42,0.07,48,0.11,113.8,220.08,0.33,2,4,7,0.21,22,26,13,11,14,0.0,9,False
1397,11,29,2,4,2,54,15,0.29,26,2.08,2,0.13,60,8,0.5,48,2,16.05,54.0,46843.61,0.29,163,0.02,2602.42,867.47,0.53,14,27,47,0.23,72,91,16,24,66,11.11,52,False
1398,2,7,3,1,0,12,4,0.31,6,2.0,4,1.0,16,1,0.0,12,2,26.73,8.46,1913.81,0.08,50,0.12,106.32,226.18,0.25,3,6,14,0.25,22,28,13,10,16,7.69,13,False
1399,3,11,3,0,0,12,7,0.3,6,2.0,4,0.57,25,4,0.5,23,2,29.43,18.57,10146.96,0.18,102,0.05,563.72,546.47,0.57,3,6,20,0.26,43,59,22,19,27,0.0,23,False
1400,3,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,1,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.14,4,6,4,5,7,0.0,3,False
1401,4,7,1,0,0,8,4,0.36,2,4.0,1,0.25,12,1,0.0,11,2,25.88,10.71,2971.35,0.09,59,0.09,165.07,277.33,0.25,3,4,10,0.25,25,34,14,12,16,0.0,11,True
1402,2,3,1,0,0,4,2,0.33,2,2.0,2,1.0,5,1,0.0,6,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0.5,1,2,5,0.22,6,9,4,7,9,0.0,6,False
1403,33,15,6,9,52,20,8,0.15,6,3.33,4,0.5,35,1,0.0,43,0,77.75,20.89,33939.63,0.54,260,0.05,1885.54,1624.46,0.13,7,10,29,0.06,117,143,56,20,138,58.65,52,False
1404,30,61,12,4,60,98,31,0.23,38,2.58,13,0.42,108,23,0.73,128,1,96.71,39.62,151799.12,1.28,565,0.03,8433.28,3831.47,0.74,30,50,79,0.14,256,309,84,26,223,33.33,132,False
1405,0,5,2,0,0,8,3,0.25,4,2.0,1,0.33,11,1,0.0,12,1,36.25,6.35,1463.22,0.08,49,0.16,81.29,230.32,0.33,2,4,10,0.23,24,25,17,9,13,0.0,12,False
1406,1,13,1,0,1,24,7,0.41,12,2.0,3,0.43,25,1,0.0,17,3,12.97,39.75,20489.85,0.17,111,0.03,1138.33,515.47,0.14,6,12,20,0.35,53,58,10,15,20,5.56,17,False
1407,0,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,17.41,3.5,213.21,0.02,16,0.29,11.85,60.92,1.0,0,0,3,0.13,7,9,7,7,8,0.0,7,False
1408,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,2,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.17,4,6,4,5,6,0.0,5,False
1409,2,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,2,0.2,4,7,4,6,5,0.0,2,False
1410,1,1,0,0,0,0,1,0.2,0,0.0,1,1.0,1,1,0.0,5,0,15.0,2.0,60.0,0.01,10,0.5,3.33,30.0,1.0,0,0,2,0.14,4,6,4,4,7,0.0,5,False
1411,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1412,7,5,3,4,6,8,3,0.13,4,2.0,2,0.67,13,1,0.0,19,1,48.79,19.21,18005.58,0.31,160,0.05,1000.31,937.28,0.33,2,4,12,0.08,73,87,38,20,37,34.48,23,False
1413,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1414,0,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,0.0,3,False
1415,15,5,1,2,2,8,3,0.06,4,2.0,1,0.33,10,1,0.0,49,0,102.96,17.5,31530.62,0.6,285,0.06,1751.7,1801.75,0.33,2,4,9,0.04,140,145,64,16,69,7.55,51,True
1416,3,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.13,1,3,1,3,8,25.0,3,False
1417,1,1,2,0,0,0,1,0.08,0,0.0,1,1.0,3,1,0.0,12,0,49.6,8.48,3566.35,0.14,82,0.12,198.13,420.6,1.0,0,0,4,0.07,37,45,24,11,14,0.0,12,False
1418,1,1,1,0,0,0,1,0.11,0,0.0,1,1.0,2,1,0.0,9,1,12.67,16.71,3539.66,0.07,49,0.06,196.65,211.77,1.0,0,0,3,0.09,18,31,7,13,11,0.0,9,False
1419,21,25,14,3,23,46,13,0.13,22,2.09,9,0.69,71,4,0.25,95,2,107.69,33.74,122594.69,1.21,515,0.03,6810.82,3633.47,0.31,12,23,60,0.09,242,273,104,29,143,21.49,98,False
1420,10,4,4,1,2,0,3,0.15,0,0.0,3,1.0,10,1,0.0,19,0,27.06,11.72,3715.65,0.11,64,0.09,206.42,317.07,0.33,0,0,9,0.09,25,39,16,15,33,13.64,20,False
1421,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
1422,0,1,1,0,0,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,3,0.2,2,6,2,5,5,0.0,4,False
1423,2,1,2,2,2,0,1,0.17,0,0.0,1,1.0,5,1,0.0,4,4,34.95,5.83,1189.42,0.07,48,0.17,66.08,203.9,1.0,0,0,6,0.09,20,28,12,7,11,50.0,6,False
1424,14,11,4,6,12,20,6,0.24,10,2.0,6,1.0,22,1,0.0,19,1,58.69,11.32,7525.74,0.22,119,0.09,418.1,664.61,0.17,5,10,18,0.12,55,64,34,14,52,48.65,25,False
1425,1,5,0,0,0,8,3,0.3,4,2.0,1,0.33,9,1,0.0,10,0,20.0,6.0,720.0,0.04,30,0.17,40.0,120.0,0.33,2,4,8,0.25,12,18,8,8,12,0.0,10,False
1426,1,3,1,0,0,4,2,0.2,2,2.0,2,1.0,7,1,0.0,10,1,38.09,6.5,1609.32,0.08,54,0.15,89.41,247.59,0.5,1,2,7,0.17,26,28,16,8,12,0.0,10,False
1427,23,9,4,6,16,16,5,0.14,8,2.0,4,0.8,25,1,0.0,31,1,90.58,12.32,13749.12,0.37,186,0.08,763.84,1116.0,0.2,4,8,22,0.06,88,98,50,14,77,41.51,37,True
1428,2,7,2,0,0,12,4,0.33,6,2.0,1,0.25,15,1,0.0,12,2,14.41,15.0,3241.45,0.07,50,0.07,180.08,216.1,0.25,3,6,13,0.27,20,30,8,12,15,0.0,12,False
1429,3,26,4,4,1,32,14,0.33,10,3.2,5,0.36,43,9,0.62,38,1,39.75,37.71,56535.7,0.5,257,0.03,3140.87,1499.05,0.64,11,16,31,0.3,120,137,35,22,47,11.63,42,True
1430,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
1431,4,11,2,0,0,18,6,0.32,8,2.25,2,0.33,21,3,0.4,19,0,17.53,23.33,9541.89,0.14,87,0.04,530.11,408.94,0.5,5,9,17,0.25,40,47,12,14,24,0.0,19,False
1432,20,15,1,0,14,28,8,0.22,14,2.0,5,0.63,31,1,0.0,37,0,48.97,21.05,21705.36,0.34,176,0.05,1205.85,1031.0,0.13,7,14,25,0.11,80,96,38,20,72,27.45,37,True
1433,1,25,4,0,0,38,14,0.31,18,2.11,8,0.57,55,6,0.38,45,2,57.83,26.49,40578.75,0.51,243,0.04,2254.37,1531.82,0.43,10,19,43,0.3,108,135,53,26,47,0.0,45,False
1434,21,16,4,1,0,0,15,0.16,0,0.0,15,1.0,55,1,0.0,90,1,48.01,47.92,110234.42,0.77,382,0.02,6124.13,2300.54,0.07,0,0,42,0.13,175,207,42,23,113,1.1,91,True
1435,7,25,10,0,0,44,13,0.38,22,2.0,9,0.69,51,6,0.42,34,1,68.44,31.61,68400.43,0.72,353,0.03,3800.02,2163.64,0.46,11,22,40,0.31,107,246,44,26,42,0.0,34,False
1436,10,3,1,0,15,4,2,0.33,2,2.0,1,0.5,6,1,0.0,6,1,22.54,6.14,848.67,0.05,32,0.16,47.15,138.3,0.5,1,2,6,0.06,15,17,11,9,32,71.43,6,False
1437,7,7,4,2,2,16,4,0.21,8,2.0,4,1.0,17,1,0.0,17,1,20.9,18.5,7152.97,0.13,76,0.05,397.39,386.65,0.25,4,8,15,0.11,37,39,17,17,38,19.05,19,False
1438,3,3,1,1,1,4,2,0.13,2,2.0,2,1.0,6,1,0.0,14,6,29.69,7.44,1642.27,0.07,45,0.13,91.24,220.81,0.5,1,2,6,0.1,17,28,16,14,20,12.5,15,False
1439,0,1,1,0,0,0,1,0.25,0,0.0,1,1.0,3,1,0.0,4,0,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,1.0,0,0,4,0.2,4,5,3,3,5,0.0,4,False
1440,13,15,3,1,5,24,8,0.21,10,2.4,6,0.75,34,5,0.57,38,0,59.63,25.26,38050.55,0.5,252,0.04,2113.92,1506.27,0.63,7,12,28,0.14,117,135,44,19,58,13.64,39,False
1441,35,19,4,9,70,34,10,0.16,16,2.13,8,0.8,42,1,0.0,53,0,68.68,23.83,39014.14,0.55,262,0.04,2167.45,1636.96,0.1,9,17,34,0.06,117,145,54,22,168,59.85,62,True
1442,0,1,1,0,0,0,1,0.25,0,0.0,1,1.0,2,1,0.0,4,2,12.95,4.0,207.22,0.02,14,0.25,11.51,51.81,1.0,0,0,3,0.2,5,9,5,8,5,0.0,4,False
1443,4,7,1,0,0,8,4,0.4,2,4.0,1,0.25,11,1,0.0,10,2,22.22,11.0,2688.65,0.08,52,0.09,149.37,244.42,0.25,3,4,9,0.27,22,30,13,13,15,0.0,10,True
1444,2,1,0,0,0,0,1,0.5,0,0.0,1,1.0,1,1,0.0,2,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,2,0.2,3,4,3,4,5,0.0,2,False
1445,0,1,1,0,0,0,1,0.17,0,0.0,1,1.0,2,1,0.0,6,1,8.51,8.0,544.91,0.02,19,0.13,30.27,68.11,1.0,0,0,3,0.14,8,11,4,8,7,0.0,6,False
1446,6,3,0,0,4,4,2,0.2,2,2.0,1,0.5,6,1,0.0,10,1,26.09,6.67,1159.45,0.06,39,0.15,64.41,173.92,0.5,1,2,6,0.1,16,23,12,10,21,28.57,10,False
1447,7,5,1,0,8,8,3,0.07,4,2.0,1,0.33,11,1,0.0,46,4,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,0.33,2,4,10,0.05,133,143,55,14,62,14.81,46,False
1448,2,7,0,0,0,12,4,0.44,6,2.0,1,0.25,13,4,1.0,9,2,7.44,13.5,1355.12,0.03,28,0.07,75.28,100.38,1.0,3,6,11,0.33,9,19,3,9,12,0.0,9,False
1449,20,7,3,3,8,12,4,0.14,6,2.0,2,0.5,19,1,0.0,25,1,32.27,25.33,20709.67,0.27,148,0.04,1150.54,817.49,0.25,3,6,17,0.07,72,76,27,19,57,30.56,28,False
1450,1,1,0,0,0,0,1,0.11,0,0.0,1,1.0,1,1,0.0,9,2,8.77,10.13,899.21,0.03,24,0.1,49.96,88.81,1.0,0,0,2,0.09,9,15,4,9,11,0.0,9,False
1451,4,3,1,0,0,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,1,11.53,11.25,1458.65,0.04,30,0.09,81.04,129.66,0.5,1,2,7,0.18,15,15,8,12,11,0.0,6,False
1452,4,5,1,0,4,8,3,0.25,4,2.0,1,0.33,9,3,1.0,12,0,18.86,7.33,1014.21,0.05,32,0.14,56.35,138.3,1.0,2,4,8,0.14,12,20,9,11,21,25.0,12,False
1453,1,5,0,0,0,8,3,0.43,4,2.0,1,0.33,10,1,0.0,7,2,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0.33,2,4,9,0.33,13,18,8,11,9,0.0,7,False
1454,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
1455,6,3,1,1,3,4,2,0.5,2,2.0,2,1.0,5,1,0.0,3,1,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,0.5,1,2,5,0.14,4,7,4,6,14,57.14,4,False
1456,1,19,0,17,0,34,10,0.21,16,2.13,1,0.1,40,8,0.78,31,3,31.42,46.06,66661.35,0.48,246,0.02,3703.41,1447.13,0.8,9,17,32,0.2,102,144,31,28,50,35.42,48,False
1457,2,13,8,2,0,12,8,0.21,6,2.0,8,1.0,33,5,0.57,37,1,38.0,20.84,16509.21,0.26,137,0.05,917.18,792.05,0.63,3,6,27,0.19,58,79,32,23,42,5.13,39,False
1458,5,1,1,0,0,0,1,0.05,0,0.0,1,1.0,9,1,0.0,20,2,101.21,5.08,2608.69,0.17,101,0.2,144.93,513.83,1.0,0,0,10,0.04,33,68,26,8,26,0.0,20,False
1459,4,3,3,0,0,4,2,0.33,2,2.0,2,1.0,7,1,0.0,6,2,23.63,6.0,850.66,0.05,34,0.17,47.26,141.78,0.5,1,2,7,0.18,15,19,10,8,11,0.0,6,False
1460,1,9,2,0,3,14,5,0.29,6,2.33,4,0.8,15,5,1.0,17,3,25.03,8.36,1748.44,0.07,44,0.12,97.14,209.22,1.0,4,7,12,0.23,18,26,14,13,22,15.0,17,False
1461,2,5,3,0,1,8,3,0.19,4,2.0,3,1.0,12,3,1.0,16,1,27.81,6.68,1240.57,0.06,40,0.15,68.92,185.75,1.0,2,4,11,0.15,17,23,14,11,20,5.88,16,False
1462,0,12,1,3,0,14,7,0.41,6,2.33,2,0.29,19,5,0.67,14,2,30.54,11.43,3988.95,0.12,67,0.09,221.61,349.03,0.71,4,7,14,0.39,30,37,21,16,18,17.65,17,False
1463,16,25,7,9,14,36,14,0.19,16,2.25,7,0.5,49,5,0.31,65,0,62.32,19.01,22519.97,0.39,192,0.05,1251.11,1184.63,0.36,10,18,37,0.13,81,111,49,23,105,26.14,74,False
1464,2,1,1,0,0,0,1,0.13,0,0.0,1,1.0,2,1,0.0,8,0,19.93,8.0,1275.29,0.05,39,0.13,70.85,159.41,1.0,0,0,3,0.09,18,21,9,8,11,0.0,8,False
1465,3,1,2,0,0,0,1,0.1,0,0.0,1,1.0,6,1,0.0,10,2,34.26,3.82,499.41,0.04,32,0.26,27.75,130.8,1.0,0,0,7,0.07,14,18,11,6,14,0.0,10,False
1466,11,9,12,0,4,20,5,0.1,10,2.0,5,1.0,32,1,0.0,48,0,59.96,20.2,24477.25,0.4,197,0.05,1359.85,1211.5,0.2,5,10,29,0.08,90,107,49,22,64,7.69,48,False
