loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,id
68.07254897182789,12.576102932217728,8.384068621478486,9.960171553696213,223.17781846917984,1284.715490679098,0.04192034310739243,23.896172806928647,54.38725851067342,30536.033004368892,0.4272830879665318,1696.4465980776786,52,0,12,0,18.655759824825303,35.807965689260755,130.14509794365577,93.0327205255241,24.152205864435455,True,17950
18.31277073899593,1.3680856376662143,1.0,1.3680856376662143,51.159571811668926,225.89207515013516,0.2526382872466757,3.990978840286567,56.75574058997015,899.6399008783653,0.07631914362333786,49.97891411263067,14,5,2,5,5.368085637666214,16.0,27.263828724667572,23.895743087001357,1.7361712753324285,True,17951
6.0,1.0,1.0,1.0,12.0,40.06637907424694,0.33,3.0,13.358793024748978,120.20913722274082,0.01,6.675021903508571,3,0,0,0,6.0,4.125078226816325,7.874921773183675,4.125078226816325,1.0,True,17952
8.124497913157134,1.0,1.0,1.0,11.0,34.939303838324136,0.3204149930438571,3.1150200834737145,11.202329290473426,108.99697454785071,0.01,6.051659972175428,4,0,1,0,5.041499304385711,4.0,6.041499304385711,4.958500695614289,1.0,True,17953
10.718490379227624,2.0,1.0,2.0,20.126038483089502,70.43684085931412,0.17126038483089503,5.811894128527215,12.351495415648882,405.3150131290766,0.022815096207723755,22.51920009900936,8,0,0,0,6.7184903792276245,4.563019241544751,12.281509620772376,7.8445288623171265,3.0,True,17954
51.17503810473302,22.87109229235435,21.40569009016988,22.87109229235435,230.84802709381066,1206.7281700260098,0.05,21.863595596930825,55.18829060126578,26387.24916476375,0.4,1465.9570401348192,43,0,4,0,13.465402202184471,24.46540220218447,150.26729889890777,80.5807281949029,44.7421845847087,True,17955
136.72422368823953,25.60351974019962,17.405279610299427,11.120703948039925,588.5083848573413,3812.671248665821,0.02,58.32422368823954,66.8338455495241,219891.9810389205,1.2731014472744107,12216.220436082207,73,35,12,0,30.155072363720535,64.1806414289021,356.2845756622595,232.22380919508174,49.32774342843916,True,17956
28.804350457426633,3.9782611619362926,2.9565223238725853,3.0,68.89130580968147,347.6865267620655,0.1,9.961956360935039,34.9143488435383,3462.5682573961967,0.11978261161936292,192.36434763312204,21,0,5,0,14.08695535225483,18.97826116193629,42.021738838063705,26.869566971617758,6.956522323872585,True,17957
61.958858911401656,4.479429455700827,1.0,3.4794294557008265,159.47942945570082,873.3486231312672,0.06,16.53356006189906,52.82890840341684,14438.203913073077,0.29,802.12279738951,49,0,10,0,14.520570544299174,30.0,91.08228217719669,68.39714727850414,7.958858911401653,True,17958
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,True,17959
9.422877730085558,2.0,1.0,1.422877730085558,30.154244539828884,129.29114388650427,0.18,5.557712226991444,23.26183742393679,718.5632830463202,0.04,39.92398558894011,6,0,0,0,9.268633190256674,10.422877730085558,17.422877730085556,12.731366809743326,3.0,True,17960
24.429010337804375,1.8927474155489064,1.0,1.8927474155489064,85.29758247184964,411.8565552478761,0.11,9.166918660697139,44.96054091656727,3774.338698732368,0.13297582471849637,209.68555627839044,15,0,5,0,11.0,17.487912359248178,56.214505168902186,29.083077302947448,2.7854948310978127,True,17961
41.438643615558874,2.0,1.0,2.0,69.29317249428145,333.16018704760154,0.0936590805492016,10.8931370059495,30.632132903433337,3626.22695725171,0.11,201.4587059647594,23,9,6,0,11.438643615558874,17.0,33.511379176197586,35.781793318083864,3.0,True,17962
30.21497882877287,2.0153556306266336,1.0,2.0,118.73895427934723,609.0411425656638,0.049846443693733665,19.841748475211755,30.713316047330274,12079.740652914272,0.199539331081201,671.100557704947,27,0,1,0,16.046066891879903,18.953933108120097,71.86179932436029,46.87715495498693,3.030711261253267,True,17963
63.46938624492516,3.861734656123129,1.0,2.138265343876871,100.92601984184694,495.4961466283403,0.08861734656123128,11.186882690438102,44.35191811665758,5540.047737320076,0.1686173465612313,307.78370422736475,38,12,10,0,10.553061375507484,19.829592063261227,58.78775449797006,42.138265343876874,6.723469312246258,True,17964
15.42157794642133,4.0,2.2892110267893355,2.4297370089297785,49.99184093749155,242.29754515041134,0.12570262991070222,7.813871197768908,31.193164606687873,1887.4870730343512,0.08,104.86158666026654,10,0,2,0,12.289211026789335,16.570262991070223,28.710788973210665,21.281051964280884,7.0,True,17965
44.8234766297898,6.274492209929933,1.0,5.849661473286623,119.62753895035033,607.4492120047471,0.04575169263356689,21.704821763707578,28.167552818078605,13143.344029695414,0.20150338526713377,730.1895847950083,29,5,7,0,16.124153683216555,17.72550779007007,70.84966147328662,48.77787747706371,11.548984419859867,True,17966
60.23724427780362,10.16125514815911,1.0,9.578308351862031,191.4884038889124,1035.0280876708628,0.08582946796297079,11.62396725407279,89.92182543372364,11968.087381000127,0.34497680777782475,664.8965211666737,53,1,3,0,8.83410640740584,33.58294679629708,102.65893592594159,88.8294679629708,19.32251029631822,True,17967
20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True,17968
16.95931224218689,1.0,1.0,1.0,29.55085969726639,123.4050964918203,0.2655085969726639,3.8224727648045747,32.90713349349808,467.10140701496204,0.04510171939453278,25.948967056386778,9,0,2,0,6.4898280605467225,11.530515818359833,16.020343878906555,13.530515818359833,1.0,True,17969
85.34310696168333,17.72662327756852,9.796353516820373,4.895404641122221,252.71553480841666,1438.4911822421118,0.02482567440187037,43.57948392660606,34.22825038819846,61567.86582080088,0.4827337672243148,3420.4371062615587,74,1,7,0,24.412837200935186,27.755944162618515,156.7852650476685,97.37797208130925,32.522976794388896,True,17970
45.21759214135824,8.270576031412942,3.8382200392661767,5.135288015706471,123.54115206282589,651.8889374852076,0.06,17.560529838900546,37.126556047146444,11447.114637421868,0.22,635.9490713634284,30,2,5,3,15.729423968587058,23.297067976440296,71.13528801570646,52.40586404711941,15.541152062825883,True,17971
64.85889083731556,6.0,1.0,6.0,139.0830053898144,713.2907328262428,0.06,16.24319355803522,43.92017460867016,11585.857736697035,0.24008300538981436,643.654897317999,51,2,6,0,12.991699461018563,21.991699461018563,84.0913059287958,54.99169946101856,11.0,True,17972
17.217315953542872,3.0,1.0,3.0,36.92756134881904,157.05554693113407,0.15,6.747826840464572,23.270582975346475,1059.832695845774,0.05,58.879875919519804,13,0,2,0,9.144877302361916,9.927561348819042,22.217315953542872,14.710245395276168,5.0,True,17973
148.0751695849596,23.615448378728743,9.923587029829935,13.153654863813774,560.5431800259269,3804.9260914707384,0.02,52.895025627757185,73.51341972502925,199196.89529241578,1.2692400149156675,11066.494824061612,121,8,21,12,34.7686887808057,77.0,317.38662392995536,243.15655609597152,39.308138651101196,True,17974
13.21884252663333,2.0,1.0,1.0,12.111593924766668,40.231607769473,0.33,3.0,13.413869256491,120.70259142992367,0.01,6.702492597869333,4,4,2,0,5.111593924766667,4.888406075233333,6.3347817743000014,5.776812150466665,3.0,True,17975
13.801176379806986,2.839764724038603,2.679529448077206,2.0,34.679529448077204,154.102607536696,0.11679529448077206,8.471628202249743,18.364553052837408,1299.3249924941697,0.04839764724038603,72.1879199753075,9,0,2,0,11.679529448077206,10.198823620193014,20.160235275961398,14.519294172115808,4.679529448077206,True,17976
17.002829748574275,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,True,17977
74.73000456291184,10.437395668872202,3.1221733178810633,2.7073911059603546,222.29260889403966,1309.9226560252807,0.032926088940396454,28.4922643782123,46.42794203085962,37148.38286524069,0.43755653364237873,2063.7898876837767,60,3,7,1,23.38913341059468,38.315222350991135,129.09652451655504,93.19608437748461,12.85217788079291,True,17978
135.6332261123735,38.31139703367065,27.604816143771846,27.66019299772769,670.2380422561454,4544.137502038496,0.02,52.1532937495724,87.13681057087793,236992.56474340335,1.5164221507415823,13166.250661061214,123,34,6,39,29.8532904449494,81.4131617797976,387.1826654021895,283.05537685395586,68.55842825160073,True,17979
167.2334672740592,20.824899544455608,9.474698633366826,14.0,577.1167336370296,3811.093789440801,0.03,33.92326908655343,112.35917796209134,129268.65712553619,1.2682489954445562,7181.594057769938,128,14,16,3,22.766532725940813,74.53306545188163,356.7159299926745,222.28407000732554,40.649799088911216,True,17980
42.48853915794129,5.28887048199691,1.0,2.4443524099845506,153.11046686989187,820.3199158369614,0.058666114459907305,16.86277545139826,51.905611900720245,13416.465614763825,0.2717757530196601,745.3592626508681,32,1,6,0,12.866611445990731,28.799503013916574,83.48853915794129,69.62192771195056,9.57774096399382,True,17981
46.113085004661095,8.182553327118544,1.0,4.521808341101819,101.747978350424,517.6859076717718,0.08,12.203731932525411,42.46544348919077,6312.634612542327,0.17704361668220364,350.706203119945,40,0,2,0,12.069468322457453,22.295638331779635,54.36510665423709,47.38287169618691,12.704361668220363,True,17982
55.581046491283914,7.16209298256783,3.3241859651356602,6.5810464912839155,163.45883684311048,878.3305388098116,0.045810464912839154,23.131002438287112,38.99222871150974,20039.70576169917,0.29067325438987407,1113.319246386309,41,3,8,0,16.324185965135662,25.715697369258727,93.64837193027132,69.81046491283915,13.32418596513566,True,17983
13.00386757144339,1.0,1.0,1.0,21.944229579364254,87.8795358914268,0.3283268873809277,3.0184042388097954,29.130341894124037,265.2336417044627,0.03,14.738597617381965,4,0,0,0,5.944229579364256,10.111540841271488,11.609607055549793,10.334622523814463,1.0,True,17984
46.42444903196979,4.0,1.3763737861084429,3.1881868930542216,103.75274757221689,556.5629003603137,0.05,21.035796650584214,26.46954686862224,11704.759943448145,0.1818818689305422,650.266415508447,22,14,7,0,19.37637378610844,21.811813106945777,56.258242716650656,47.49450485556623,7.0,True,17985
29.643825278472576,1.7745018588140211,1.5163345725426807,1.5163345725426807,49.7091635686433,215.1607014496652,0.11,8.763561747215274,24.55408769514052,1885.2110368024205,0.07,104.73536260219983,12,3,11,0,9.290836431356702,11.0,28.03266914508536,21.676494423557937,2.5490037176280422,True,17986
197.01757953688056,23.84395574072427,8.05201475309191,15.473992623454045,577.8527455091646,3770.390005164145,0.03,30.96583158117715,122.21360380506053,116530.2609723836,1.255809520524513,6473.9015745748175,146,16,26,2,21.315018441364888,71.05201475309191,370.5347971449862,207.3179483641783,46.68791148144854,True,17987
12.53406097287681,2.1780203242922704,1.0,1.3560406485845407,19.71208129716908,72.9447007995256,0.1853406097287681,5.434441098408188,13.571155441980096,394.34417011880834,0.021780203242922704,21.905604064858455,8,0,2,0,7.82197967570773,5.17802032429227,12.53406097287681,7.17802032429227,3.356040648584541,True,17988
20.649362478455874,2.701275043088254,1.0,1.350637521544127,66.29872495691174,327.93273225439697,0.09824681239227936,10.629540072302579,30.90755920131027,3483.132358809545,0.10824681239227937,193.50446721173716,18,0,2,0,13.175318760772063,17.649362478455874,37.824681239227935,28.47404371768381,4.402550086176508,True,17989
48.171644102669624,7.0,6.171644102669625,6.723881367556542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,True,17990
10.721466631606118,1.0,1.0,1.0,23.79109997370459,90.99423128477447,0.2186073331580306,4.534816671049235,20.0913513058108,412.4427038243515,0.03,22.90963334209847,5,0,0,0,7.208900026295412,7.0,14.93036665790153,8.86073331580306,1.0,True,17991
85.61328020668299,12.093919973041348,8.458559964055132,6.812160053917302,264.06080026958654,1540.8651037904333,0.02635360008986217,37.22214712379688,42.32515375734866,56694.64780389526,0.5098896009884839,3149.7020480386404,70,1,11,0,23.812160053917303,33.80112015276569,161.613280206683,102.44752006290352,23.187839946082697,True,17992
54.569358411830976,5.715320794084513,1.0,5.57298119112677,121.98913166211261,667.9618123438856,0.051423396029577434,18.46553816084226,36.351284305481656,12305.618291298202,0.2242701880887323,683.6449070847774,38,1,10,1,20.14596238225354,24.427018808873232,76.71169801478872,45.277433647323896,7.857660397042256,True,17993
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,True,17994
15.398311443924317,2.5145269365822402,1.0,2.0,24.912838380506557,99.65135352202623,0.13456419190253277,7.4415842939455,13.798105332996457,730.7424285719834,0.03485473063417759,40.59435808097467,8,2,2,0,9.02905387316448,6.9709461268355195,13.456419190253278,11.456419190253278,4.0290538731644805,True,17995
34.89311470451094,11.465573522554697,6.0,5.679344113532818,135.35868822706564,678.0087269450388,0.038931147045109395,28.410163971616793,23.866393380638673,19262.815716244662,0.2289311470451094,1070.1562294090218,27,0,4,0,17.427541181956244,14.786229409021878,86.85508236391249,48.503605863153155,21.931147045109395,True,17996
46.69940548501913,1.339881097003826,1.0,1.339881097003826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.679762194007652,True,17997
86.49176217449948,49.90198187917096,49.90198187917096,20.327841449666323,344.06673838918124,1927.456957377449,0.038360792751668385,30.2846024239031,65.35899358896087,57512.92952013362,0.6388550622816993,3195.1593994789223,81,0,3,0,16.16392072483316,32.19687202683522,225.36162853684553,118.70510985233574,98.80396375834192,True,17998
53.84465815609275,7.718447281302416,7.155341843907248,4.155341843907248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,14.436894562604833,True,17999
64.46517025877314,7.0,1.0,7.0,159.90696594824536,823.8873694803067,0.04,25.4470839816555,32.652580487132084,20878.23380586746,0.2756977553881597,1159.9028858436905,52,2,7,0,16.186068103509257,20.75584364232523,95.04651702587732,64.86044892236805,10.383707435306714,True,18000
7.045115878601459,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True,18001
9.332794964145709,2.9334410071708583,1.0,2.0,25.133117985658284,98.1904913239239,0.14133117985658283,6.95274311509131,14.13836194970647,682.3355567980783,0.030665589928291416,37.90412274817478,6,0,0,0,9.866882014341718,5.133117985658283,17.866882014341716,7.266235971316567,4.866882014341717,True,18002
21.767062708528194,3.2945104514213654,3.0,2.2945104514213654,93.3494059372077,484.67449128469656,0.08705489548578635,11.049985259075193,44.17915357116599,5334.751688431868,0.1641097909715727,296.3737238714466,12,0,6,0,12.883531354264097,23.643916388629076,52.35608361137092,40.993322325836786,5.589020902842731,True,18003
70.22104966855733,10.491728476730666,6.2375927150959996,7.9834569534613316,160.099258279232,873.5454216265979,0.04,25.479412450215253,34.4278978480148,22210.819649434976,0.28762407284904,1233.931788377366,56,3,6,0,20.98345695346133,23.237592715096,103.60752980250135,56.491728476730664,19.98345695346133,True,18004
114.38404172653242,21.463833093870313,13.714889208172915,11.330847481640493,244.35744460408645,1366.518543055964,0.032053194244891926,30.349786186941067,45.29736529533907,41348.51336894378,0.4543723597142435,2297.1416109213374,76,15,17,2,24.159582734675784,26.463833093870313,169.98086043263257,74.3765841714539,35.97340287755404,True,18005
40.96389481484177,2.0090262962895573,1.0,1.5045131481447787,135.96389481484178,754.0777647593579,0.08747743425927611,11.407121179628046,66.25707320742453,8592.205810410169,0.2549548685185522,477.34378624722126,27,3,7,0,13.756769722217168,33.261282870361946,80.71163824076939,55.25225657407239,3.0180525925791146,True,18006
97.35535343606665,14.029954523114997,9.912186851311665,14.029954523114997,292.9421413744267,1772.6019309448127,0.03,29.91023803261145,59.290205042065665,53011.97925053512,0.5911776767180333,2945.1114941767605,61,9,18,5,22.764464656393336,43.764464656393336,177.58883835901668,115.35330301540999,27.059909046229993,True,18007
6.266378170712053,1.2663781707120532,1.0,1.2663781707120532,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,3,0,0,0,6.0,4.0,7.0,5.0,1.5327563414241063,True,18008
43.874651758465724,4.499892848758684,1.0,3.374973212189671,122.99957139503474,659.039800511583,0.07374973212189671,13.248782949006705,49.94476105273187,8714.656655673787,0.2174994642437934,484.1489115304963,29,2,7,0,13.875080363430987,27.500107151241316,70.37454460722441,52.62502678781033,7.9997856975173685,True,18009
8.021885664318495,3.0,1.0,3.0,46.14598366633121,195.27543338205982,0.14291967332662428,7.0875925769249655,27.64436762435875,1381.6975109085809,0.06145983666331213,76.76357624325618,5,0,0,1,8.291967332662427,10.583934665324854,28.14598366633121,18.0,5.0,True,18010
109.59262055398789,10.777861661963666,3.0,6.012299076686852,355.332830028218,2177.360024350455,0.028024598153373704,39.250605206718426,56.75320970459369,84407.98690708328,0.7244427667607267,4689.330273982302,78,6,21,0,22.80245981533737,47.46887482944637,196.98770092331316,158.34512910490486,20.55572332392733,True,18011
11.330995059738079,4.95862561753274,1.0827487649345198,1.0827487649345198,46.08274876493452,167.19262468071872,0.060827487649345195,15.827055081286854,10.65382111830293,2636.9739094754063,0.0508274876493452,146.50352754064343,9,0,0,0,8.2068719123363,4.289620677270819,29.91725123506548,16.16549752986904,8.91725123506548,True,18012
77.93780655467832,6.621112909667395,2.2422258193347897,6.24222581933479,268.94353297308083,1579.1745906614335,0.06863338729002184,15.817438810996554,114.3415772876596,23163.666467438692,0.5239116147068705,1286.8686167125545,63,5,4,0,13.75777418066521,43.633387290021844,177.06791986372417,91.87561310935664,11.621112909667394,True,18013
31.555458434942313,4.138864608735578,1.2082969131033674,2.1388646087355783,140.9652838478161,826.3432515410633,0.04965283847816106,21.606096057416057,38.28199130514033,17843.161362883475,0.2789585154344832,991.2916266619081,2,18,14,0,26.68755463034495,31.61812232597716,89.79170308689663,51.17358076091947,7.2777292174711565,True,18014
43.8979250752339,4.102074924766098,1.0,4.0,114.40829969906439,605.5665215193147,0.06,17.485070319967527,34.657677221634565,10582.810598481989,0.201020749247661,587.9343642768607,23,3,14,0,18.795850150467803,20.408299699064393,76.38755045140341,38.02074924766098,7.204149849532196,True,18015
96.39153566797833,13.818339386046947,4.6084643320216685,6.601410722003611,268.1957678339892,1595.5035094725438,0.04,26.595873035019675,59.996366787720945,42433.24189634704,0.53,2357.4041108387546,75,6,12,0,19.797178555992776,42.007053610018055,154.7619105059025,113.43385732808667,25.83950021610112,True,18016
21.504712715350987,1.1261781788377467,1.0,1.1261781788377467,75.36910910581126,364.05279406724094,0.15873821821162254,6.232806326497815,58.4315961935909,2268.6166223200053,0.12,126.03800548646824,14,0,0,0,8.126178178837746,20.37853453651324,44.116752748135774,31.25235635767549,1.2523563576754932,True,18017
324.47491800256876,46.55772186322047,17.760350482581465,18.99561896773168,895.5182925728056,5816.453124293557,0.01,98.87324632140302,59.792337551054906,570684.7592618127,1.9418948552255604,31704.711026532466,230,45,36,9,29.640525723872198,60.276670415476076,495.9279308437959,399.5903617290097,92.11544372644094,True,18018
136.45108928746683,15.157625012267822,2.804357149867326,12.157625012267822,383.53780339091634,2513.2119600721803,0.05097821425066337,21.4297480505934,126.34114394568081,51791.21576283739,0.835651428010614,2877.2931522806466,109,8,16,0,18.353267862400493,75.6411784767911,215.78257140053068,167.75523199038565,29.315250024535644,True,18019
8.821757809612887,1.0891210951935562,1.0,1.0,13.0,46.11963729690673,0.28643515619225773,3.5445605475967783,13.05085429251546,163.2732882837329,0.019108789048064435,9.068912109519356,5,0,0,0,6.910878904806443,4.821757809612888,8.089121095193557,4.910878904806443,1.1782421903871125,True,18020
4.557097048985237,1.0,1.0,1.0,5.185699016328412,12.040821717881915,0.5,2.0,6.017267849104242,24.08164343576383,0.0,1.3382817442453872,2,0,0,0,4.0,1.0,4.185699016328412,1.0,1.0,True,18021
25.637675275261508,1.0,1.0,1.0,103.8033210353407,503.3337619963161,0.2,4.904803321035341,102.62911254683914,2468.5665764028645,0.17,137.14205387559966,21,0,0,0,5.559003689397789,23.55900368939779,59.677011068193366,44.126309967147336,1.0,True,18022
72.60400030120726,2.5431428786576618,1.0,2.5431428786576618,176.2234281841621,995.1045092853857,0.07,14.217865725688561,70.11195131733989,14139.08236021204,0.33456857121342337,785.5052100911153,63,0,6,0,13.857857196644154,38.116714468590125,98.42142803355844,77.80200015060363,4.0862857573153235,True,18023
55.38653112977732,6.477306225955463,2.045387548089074,3.954612451910926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.954612451910926,True,18024
124.14307470378634,10.790461686414243,2.6838153254343027,7.158092337282849,311.11040076935404,1815.8498792240375,0.03,34.496838153254345,52.63430339852294,62641.684876913314,0.6015809233728284,3480.090738666108,72,22,22,1,19.367630650868605,38.26098428988866,175.1656011540311,135.94479961532298,20.580923372828487,True,18025
48.118402830541974,5.8752638867783205,1.0,5.0,142.74208339665037,792.9820556990742,0.05124736113221679,19.435432774316446,40.865541960104856,15401.670820835689,0.2624947222644336,855.6509499924019,36,1,8,0,20.752638867783208,27.126847207448247,91.12051392476855,51.62156947188183,8.12473611322168,True,18026
19.116317679329303,1.8116317679329303,1.0,1.8116317679329303,36.0,147.65991088920407,0.1562326353586586,6.513020939240242,22.72913125957977,960.5051212983128,0.05,53.36493054143464,11,2,2,0,7.81163176793293,9.434895303798791,20.37673646413414,15.62326353586586,2.6232635358658607,True,18027
18.596311620137282,1.6490779050343205,1.0,1.6490779050343205,46.7546104748284,202.07342647220833,0.1235092209496568,8.302243882128142,24.450758010022906,1673.9221513194966,0.0635092209496568,92.99195182653318,11,0,4,0,9.0,11.0,26.456454664759757,20.298155810068643,2.298155810068641,True,18028
66.93052926767402,10.583175606044112,1.0,10.583175606044112,212.1115317172157,1167.2630396013335,0.03,38.002485804543966,30.718501927528358,44359.856901427695,0.39069470732325984,2464.4384079871725,46,5,13,0,21.791587803022054,23.652646338370094,129.66729757582357,82.44423414139214,14.44423414139215,True,18029
53.60739648596717,7.998392068268007,4.198713654614405,4.799678413653601,163.5993568273072,883.2802988082276,0.05,19.74604180622503,44.72781991164602,17441.529756128526,0.29,968.9702090311251,41,1,8,0,16.799678413653602,25.400643172692796,103.79646255018962,59.80289427711759,14.996784136536014,True,18030
11.567198438773682,1.5671984387736826,1.0,1.0,16.432801561226317,59.95874670092153,0.20567198438773682,4.843280156122632,12.377608171734895,290.439654544108,0.02,16.136241248981054,6,0,3,0,7.567198438773683,5.0,10.0,6.432801561226317,2.134396877547365,True,18031
7.493076709787574,1.0,1.0,1.0,9.493076709787575,27.602252837295225,0.2847923012936272,3.5429077818892187,7.854353364119918,97.33865272638477,0.01,5.407923012936272,4,0,1,0,5.0,2.493076709787574,6.0,3.493076709787574,1.0,True,18032
86.64123115100982,4.7343905423335855,1.0,4.46878108466717,154.6878108466717,849.5462213796824,0.06734390542333586,14.634806603822732,58.5960465576343,12372.671100122358,0.2793756216933434,687.37203171627,49,14,21,0,14.265609457666415,30.671952711667927,92.01585813500378,62.67195271166793,8.468781084667171,True,18033
78.86094139060982,11.88694113058361,3.365176348222959,10.70435295647213,174.8434115658623,966.6227191725862,0.0429564704352787,22.226970630298357,43.79115628841693,21411.37360536376,0.32182588174111476,1189.5211857881318,58,10,7,0,18.59129408705574,27.660823391750828,109.36517634822296,65.47823521763935,22.77388226116722,True,18034
37.83042238608242,4.0,1.0,3.197234328537962,109.01382835731019,544.5418632234996,0.07,15.136470164148546,35.98128092541987,8241.065126634676,0.18,457.8368342226565,29,0,2,0,13.394468657075924,18.591702985613885,67.01382835731019,42.0,7.0,True,18035
12.955618782670307,2.0,1.0,2.0,24.716714087002728,90.71645947142727,0.29955618782670307,3.3272709808629424,27.41704481748911,301.1190547441305,0.03,16.72887624346594,8,1,0,0,5.522190608664847,7.477809391335153,16.238904695667575,9.43342817400546,3.0,True,18036
186.31969710679104,4.296470337380427,1.5855027330105151,3.334572990291723,592.2211779757174,4272.651754384677,0.05874535128640604,17.549312998301644,247.8878799088496,74141.66186986901,1.4244888094902561,4118.980775608345,126,28,27,2,17.041821623786465,131.4869836019369,325.7379133446557,266.48326463106173,7.592940674760853,True,18037
22.75222211367406,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,True,18038
48.81236668951152,7.3750727148119,4.937584833947216,2.5625121191353166,159.56231821297024,852.6309070284706,0.04,26.124382635055248,32.648102337216955,22271.128175116795,0.2843748788086468,1237.2829889021102,36,2,5,3,17.3750727148119,23.68753635740595,87.0,72.56231821297025,13.7501454296238,True,18039
18.0,3.4021311550288766,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.804262310057753,True,18040
38.1221211645358,7.0,5.35610605822679,4.64389394177321,122.97096963035011,679.1495336751315,0.0471221211645358,20.69098122420791,33.84059222982903,13847.738532946832,0.2278053029113395,769.3167369818789,29,3,3,0,20.93168182531963,24.84884846581432,74.40990904808221,48.5610605822679,13.0,True,18041
12.303679787910863,1.0,1.0,1.0,28.24693351007428,104.12352873340409,0.29,3.46854293085896,30.035613946553575,360.99454229650064,0.03449386702014856,20.055582957370103,7,1,1,0,5.651839893955431,7.5506132979851435,18.449386702014856,9.797546808059426,1.0,True,18042
42.0,6.0,2.002326306376771,5.248255270217422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True,18043
38.0,29.0,17.0,14.0,247.0,1245.97,0.03,33.8,36.86,42113.63,0.42,2339.65,28,2,5,1,13.0,20.0,143.0,104.0,57.0,True,18044
12.140567848736207,2.0,1.0,2.0,18.428113569747243,68.1940202080648,0.18428113569747243,5.450160250588465,12.532170354620863,371.3389193493807,0.02,20.63009615035308,6,1,2,0,7.571886430252758,5.428113569747242,10.571886430252759,7.856227139494483,3.0,True,18045
42.520991977902256,3.880247994475564,1.0,3.880247994475564,128.44322392818233,693.5454376561038,0.07880247994475564,12.644899926684568,54.94475098762834,8761.65898308028,0.2276049598895113,486.76209919779023,30,5,4,0,14.119752005524436,28.119752005524436,78.08396791160902,50.35925601657331,6.760495988951128,True,18046
20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True,18047
90.50605722065288,5.106998637603503,1.0,4.786002724792994,193.86002724792993,1062.1188918390606,0.03893001362396497,26.74729468665366,39.84318320162206,28362.06808623999,0.35465006811982486,1575.6719581335265,43,35,9,0,18.106998637603503,26.465006811982484,115.82301498636147,78.03701226156848,9.213997275207007,True,18048
121.89040886587127,12.910958264571775,8.191780240519796,10.191780240519796,327.3356175430124,2070.917948964799,0.03,29.38321912284938,70.51212355104452,60838.82157041744,0.6884246592784407,3379.937328493285,90,9,19,0,24.31506814431188,56.15753407215594,190.31506814431188,137.0205493987005,24.82191652914355,True,18049
24.584992733605823,6.830014532788356,3.9249636680291093,2.584992733605822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12.660029065576712,True,18050
33.40670943838719,4.75704654186382,1.0,3.37852327093191,84.5818779901255,395.00275521715713,0.0637852327093191,15.97916822542686,25.304307524706868,6235.037879947994,0.13067784906397867,346.38808057852293,26,0,4,0,12.689261635465956,12.824831448261685,53.37852327093191,31.203354719193594,8.51409308372764,True,18051
35.0,6.939109220732689,2.878218441465378,3.8173276621980667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,12.878218441465378,True,18052
39.50000252955233,4.999994940895327,1.4999974704476635,3.2499987352238318,110.99999494089533,558.2849325874303,0.07,14.832501707447827,37.77249067859964,8265.667497887824,0.18499997470447663,459.20249988617013,30,1,2,0,13.749996205671495,18.999994940895327,69.99998988179065,41.00000505910467,8.999989881790654,True,18053
