LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
12,14,4,15,9,26,7,0.42464658955546697,13,2.0,1,0.2223145320709955,31,1,0.0,8,0,83.68151879425899,11.16991172800484,10431.61389535176,0.31,164,0.09,579.5356208061411,934.0366060988624,0.1503180371536907,6,13,26,0.34328616894554354,72,92,39,12,47,82.12330175957568,23,True,4080
4,3,1,2,0,4,2,0.20870108936459592,2,2.0,1,0.47041629616037395,7,1,0.0,7,0,17.34130780278643,8.765978212708081,1324.6130357977563,0.05,35,0.11348043574583837,73.58855102290174,151.38603879238934,0.47041629616037395,1,2,7,0.13,13,22,8,11,17,23.48668851512366,10,True,4081
11,12,8,7,9,22,6,0.18496812607382335,11,2.0,5,0.8489298773624113,30,1,0.0,28,0,59.56404426802631,10.043784098583947,5990.915094650155,0.19798725042952933,113,0.09899362521476467,332.8327777237987,597.0188826352321,0.15107012263758868,5,11,25,0.11698087564429399,43,69,26,12,58,37.36783775105293,35,True,4082
17,21,1,15,17,39,11,0.16,19,2.0,2,0.20158867014803503,54,1,0.0,52,3,26.88142032954904,70.72476879588119,127848.17507764309,0.6144239185763705,336,0.017601258872440552,7102.6783488978235,1841.6955788978416,0.09,10,19,45,0.1004050354897622,149,187,23,21,109,37.41797760798828,68,True,4083
23,4,1,9,6,7,2,0.061419719897609935,3,2.0,1,0.42512123313986594,17,1,0.0,35,0,31.232874517576,42.595633048635285,56370.808525515466,0.4385183193856596,277,0.021419719897609938,3131.70729805307,1325.736420889574,0.354135238259369,1,3,17,0.04141971989760994,117,160,15,11,77,32.113922473173226,45,True,4084
3,1,1,0,1,0,1,0.25,0,0.0,1,1.0,2,1,0.0,3,0,16.02456809612194,3.1520585884178334,160.28770172053112,0.016520585884178336,14,0.32827355527403834,8.908181304343538,50.08877986546068,1.0,0,0,3,0.09695882823164333,5,9,5,6,10,32.60292942089167,4,True,4085
15,31,11,1,7,45,19,0.47191576506270094,22,2.049538607679595,13,0.565777273335276,84,1,0.0,46,1,90.78609975471959,25.676338839583938,59370.41775560844,0.7749649021094587,370,0.04,3298.3558760915334,2319.1786877492373,0.05648947063283762,11,22,66,0.3299298042189175,150,220,58,20,71,13.936509209293275,47,True,4086
5,13,1,0,0,24,7,0.3096713743497258,12,2.0,1,0.3335445601026572,29,1,0.0,22,1,39.542041489560944,16.951408591107718,11122.626992295207,0.22004694652146772,131,0.06251173663036694,617.9242721334535,660.7316134978845,0.20795772858431044,6,12,23,0.24720658424082662,60,71,21,11,30,3.275304565998484,22,True,4087
2,5,2,0,0,9,3,0.2909311449070996,4,2.0,2,0.6979081932094661,11,1,0.0,11,1,24.2385110741815,6.681842674311559,1058.7262884973734,0.053488524151183256,35,0.1504655724535498,58.82046557245355,159.58161181844417,0.30209180679053393,2,4,9,0.23093114490709954,13,21,11,11,14,0.0,11,True,4088
18,13,4,13,10,19,7,0.13620928567478433,8,2.0,4,0.5796050008295295,29,2,0.0,43,0,42.66850515014483,40.56734493557321,61631.09749363321,0.5271864294799609,279,0.02379071432521569,3423.95045635261,1585.0939734650449,0.2967914303094903,5,9,23,0.08620928567478431,97,181,28,22,88,36.02925296071554,56,True,4089
6,3,0,4,4,4,2,0.16295250106780693,2,2.0,1,0.6761874733048272,5,1,0.0,7,1,16.539223621329267,10.057432535237627,1665.9715228952205,0.053523749466096546,39,0.1,92.5536137024826,165.91278056927308,0.5,1,2,5,0.07352374946609655,12,26,7,11,26,54.887569600376196,12,True,4090
12,13,2,3,10,24,7,0.18585524469152404,11,2.0,3,0.5319474127403423,28,1,0.0,37,0,22.155816225280034,28.735032516176243,18273.407923233433,0.2084144755308476,122,0.0384144755308476,1015.1911920094802,636.1387350514879,0.13524342659254282,6,12,22,0.11585524469152401,45,76,16,20,66,27.129934967647518,40,True,4091
29,40,2,8,22,47,22,0.18114851330407342,21,2.1744752347586056,7,0.30172276995611014,73,5,0.14803959312851395,111,1,92.17268748779281,56.83214088120642,130014.89115357996,1.0462969875360006,467,0.02057425665203671,7223.04856353787,3131.504427397468,0.20102969484638544,13,23,53,0.12287128326018355,187,280,76,25,172,26.919348549770394,119,True,4092
18,11,6,0,13,20,6,0.1831342592977268,10,2.0,4,0.6672836419419701,26,1,0.0,34,1,51.162206482858615,19.727254012189242,19901.996161612395,0.34041790123969695,172,0.05,1105.6621598872475,1009.0642058825364,0.16811944442136392,5,10,22,0.09271635805802991,75,96,38,19,67,28.83296265018444,34,True,4093
9,8,9,5,4,13,4,0.18,6,2.0,3,0.5751247673418564,28,1,0.0,21,0,62.07673605679623,15.543859860935815,10218.770570417011,0.24951299372380997,141,0.0719514717022558,567.7109395465774,744.3751023542079,0.2568284276591474,3,6,25,0.11634142138295736,55,85,28,11,42,42.5500944377964,26,True,4094
20,6,4,1,10,11,3,0.12126264741564502,5,2.1262647415645026,3,0.9583326352837142,18,1,0.12626474156450274,29,2,45.229150446480425,18.6237352584355,15675.816669231648,0.28126264741564505,147,0.05126264741564503,870.8787038462026,841.8918840523187,0.3446985561733771,2,5,16,0.06757588449387016,61,85,32,19,64,27.708427862252297,31,True,4095
21,13,7,9,19,16,9,0.1473324293452804,8,2.0,7,0.7487590636565955,33,1,0.0,52,0,58.048354126053646,30.14266343113151,42654.8739013692,0.5071467313773698,238,0.03647644875849132,2369.7158515557508,1514.3504293592118,0.12562046817170225,4,8,25,0.09057065372452605,99,139,49,30,103,34.80583742530441,61,True,4096
5,3,5,0,2,5,2,0.13748959845683012,2,1.349791969136602,2,1.0,12,1,0.0,15,0,52.84783072033535,4.3354729559877585,988.794726315004,0.073251040154317,48,0.233251040154317,54.93263797756024,228.4991287841855,0.5478196903392383,1,2,12,0.11098751814819612,20,28,18,7,25,15.481453214857504,16,True,4097
10,16,3,13,8,30,8,0.3853083431052463,15,2.0,3,0.3891687949493733,34,1,0.0,12,0,91.26994093571045,14.8211532051304,19342.07975328718,0.4413672803313903,232,0.06627345606627805,1074.5567289204173,1320.3620259808663,0.11627345606627805,7,15,27,0.2927614309726902,102,130,39,11,46,76.62823543232884,25,True,4098
6,1,0,0,17,0,1,0.3244287081470075,0,0.0,1,1.0,1,1,0.0,3,1,9.226192104850886,2.0466595692688117,39.40463539917665,0.01,7,0.4916430622205113,2.1789777507773826,18.98071028499717,1.0,0,0,2,0.0348748803713684,2,5,2,4,28,82.08681914875478,3,True,4099
8,2,6,0,7,3,1,0.1465023712564808,1,1.6502371256480812,1,1.0,10,1,0.0,11,0,34.12886771231325,3.8569952574870383,507.3748347989713,0.04,32,0.26,28.187199353103114,131.58648965174612,0.5874407185879797,0,1,10,0.054753556884721215,10,21,9,7,30,40.18108910239392,12,True,4100
18,6,9,3,8,9,3,0.16596729339695848,4,2.144262741094214,2,0.6555737258905787,20,1,0.0,18,0,40.93836466984792,10.842753612207307,4793.531402574987,0.15144262741094214,86,0.09144262741094214,266.3087209056043,442.6491681289089,0.30259007919209946,2,4,18,0.07731152893130563,33,52,21,13,51,39.74670893463557,22,True,4101
22,7,10,4,10,11,4,0.1381743645618812,5,2.1135897785117574,3,0.8864102214882426,23,1,0.152210303205755,25,0,72.47476633922648,8.715148947037129,5182.056645959237,0.20409743100835395,112,0.1209128177190594,287.88903047379057,607.6974529018057,0.36358977851175744,3,5,21,0.05772820442976485,48,64,30,11,67,37.78499111323112,30,True,4102
19,24,4,1,1,26,13,0.22348164500971762,11,1.9168241768063328,6,0.46481645009717604,43,6,0.3599276838544642,60,1,41.93859231063507,35.37017831489082,51067.16327979191,0.483704112524294,230,0.028370411252429402,2837.0639023934405,1456.9166362036726,0.4145939825825996,7,13,31,0.16533370127186459,96,134,47,33,84,6.826051911781192,62,True,4103
12,13,18,0,9,22,7,0.14324343469273537,11,2.0,7,1.0,44,1,0.0,48,1,154.20735582272556,8.474407394599703,10625.637235144615,0.42648686938547076,205,0.12162171734636769,590.3096662061067,1273.3199090375758,0.1714407394599703,5,11,39,0.10162171734636768,93,112,61,11,70,16.005322909478505,48,True,4104
4,2,1,1,2,2,1,0.11,1,1.2857638201174153,1,1.0,8,1,0.0,13,0,41.17471319542703,11.105119625583558,4365.993317566271,0.13499826629589046,87,0.09785590449706462,242.55443035474283,412.4716195239007,0.6785590449706462,0,1,8,0.07357118089941293,34,53,15,11,23,17.53138968730096,14,True,4105
13,13,1,4,8,20,7,0.2594150573509831,8,2.4446795411921354,3,0.4843621605827526,24,4,0.3470752867549155,22,0,40.14634368289812,18.04671760586825,12088.902123644371,0.22553204588078649,124,0.05388301147019662,671.6063532011906,688.9045664140019,0.6128189197086236,6,10,19,0.1361169885298034,56,68,28,17,50,36.99380799991856,27,True,4106
13,6,2,3,13,10,3,0.22278404569191168,5,2.0,3,0.8974690493709895,12,1,0.0,13,1,27.773397568241307,11.554308106100134,3675.0554345429023,0.10512654753145054,64,0.08512654753145053,204.16886381723236,319.0199493556263,0.34620357405648416,2,5,11,0.10177166544030741,29,35,17,13,44,50.537551399833234,16,True,4107
16,18,5,3,6,26,10,0.19526553383483655,11,2.088540096242052,5,0.5091593203009019,39,2,0.13128359097959444,48,1,31.277983049722,40.698884204460306,49217.77006170714,0.40969038797057505,212,0.023053106766967313,2734.3178574141393,1230.5644039779436,0.23380563007688865,7,13,31,0.1313717473687712,85,126,30,26,75,17.634050935232906,51,True,4108
19,12,7,8,11,20,6,0.18873556236289038,9,2.0,4,0.6866091185991794,29,1,0.0,26,0,34.73241337417734,26.527586625822657,24438.8997844435,0.31,177,0.04,1357.720945876718,921.2494285689442,0.15275866258226578,5,10,24,0.09362066870886712,65,112,20,16,68,42.47718905385498,35,True,4109
5,6,0,5,2,11,3,0.16933621290875148,5,2.0,1,0.27489201592181967,12,1,0.0,16,0,18.262914310152627,13.460577399828704,3310.987897460371,0.08,56,0.07,183.94158673597013,245.91953407132533,0.25829733864060656,2,5,10,0.12867242581750296,22,34,9,11,31,32.04414184156803,22,True,4110
13,5,2,1,5,8,3,0.18607892802481446,4,2.151973200620362,2,0.8480267993796381,12,1,0.20364408883128496,16,0,24.596056876313316,15.600334992245475,5321.897223517749,0.11519732006203619,71,0.06911839203722171,295.65941007632216,353.5434374295427,0.457657488521104,2,4,11,0.09176321592555657,31,39,16,15,43,27.081608806092888,17,True,4111
8,7,3,2,7,2,5,0.2397725581778049,1,1.306325581062566,3,0.7017199998569034,17,1,0.0,23,1,37.180100460270964,13.447455349996957,5801.10462978861,0.14918976743187698,85,0.07959488371593848,322.2821390709438,454.15570647920987,0.17918976743187698,0,1,13,0.16283581398843056,33,52,22,16,43,30.220945117071093,26,True,4112
12,5,2,3,13,8,3,0.05876609636896965,4,2.0,2,0.9796405900879993,12,1,0.0,51,3,102.75148358976479,33.805262377728255,116915.9169473683,1.1570440118741814,541,0.03,6495.324720430105,3464.3501886949825,0.33,2,4,11,0.03876609636896965,249,291,66,18,85,24.034853089814593,54,True,4113
12,7,5,5,5,13,4,0.14643977588684742,6,2.0,4,0.9819686275168273,18,1,0.0,24,0,52.238635849708935,10.512419047938875,5764.180604920812,0.18257591035473897,101,0.09128795517736948,320.2343518139931,548.5979814829599,0.23583249304893572,3,6,16,0.08515182070947791,41,59,28,14,49,30.661892432403135,29,True,4114
8,10,2,9,2,18,5,0.16596388659211814,9,2.0,2,0.4867365997213473,25,2,0.0,24,2,24.381622774049127,26.709413028201794,15506.726156082674,0.20339352234646974,117,0.03467870446929395,861.4809561251546,601.9967275315962,0.44151619413382565,4,9,21,0.12128518212282421,53,64,18,16,48,34.312150765917565,33,True,4115
42,8,1,29,14,14,4,0.02788447343253299,7,2.0,1,0.2994297486709496,23,1,0.0,163,0,147.53924884208985,59.173693413405495,505562.91646583384,2.8659713331552243,1285,0.02,28086.829280192593,8606.536078084699,0.2275018453770712,3,7,21,0.017884473432532987,529,755,84,18,252,21.072541233297297,193,True,4116
8,18,4,10,3,35,9,0.6187386776069964,17,2.0,2,0.3882138888020843,41,1,0.0,10,0,95.38584338959745,7.444661926253963,5241.61649091783,0.2332996980695199,130,0.13664984903475996,291.19739670927027,706.2606288421732,0.13695256640908082,8,17,33,0.4988900362941568,57,73,33,8,33,68.80029475140958,21,True,4117
4,1,2,0,0,0,1,0.25,0,0.0,1,1.0,3,1,0.0,4,0,17.27,2.5,107.96,0.01,13,0.4,6.0,43.19,1.0,0,0,4,0.10260286857566003,5,8,5,5,9,0.0,4,True,4118
4,14,4,1,5,18,7,0.22443170184234978,5,3.8450157012787356,2,0.3345463852612017,24,5,0.7835975153529149,32,1,63.25513004022868,19.780281589610517,24716.622133307093,0.4127841490788251,214,0.05,1373.145777189249,1250.1304143374934,0.8154536147387983,6,11,18,0.17535975153529149,96,118,40,16,44,15.384692126768618,34,True,4119
6,11,4,5,6,16,6,0.1904878774287001,5,3.3414646238116683,2,0.39207298330919144,23,4,0.5567078188818422,29,0,53.181358518863576,22.237800585468577,24811.76948833767,0.3770732311905834,201,0.04670732311905834,1378.432187020462,1138.2697044785314,0.6426833258578504,5,9,18,0.14378055430964176,85,116,33,16,49,25.763516289321153,34,True,4120
13,4,8,0,9,6,2,0.1224176252392176,3,2.0,2,0.8150545917764549,18,1,0.0,20,0,45.675176439827965,8.917581400568581,3598.6668150932874,0.13120881261960882,79,0.1156044063098044,199.92616006599636,404.8887394811673,0.40472509273332524,1,3,17,0.0556044063098044,33,46,22,11,45,31.531671850020658,21,True,4121
17,10,3,5,7,16,5,0.19557136900224745,7,2.22225263269663,4,0.8488682097662917,21,3,0.5334063184719113,22,1,41.16571629810791,15.197189030993249,9278.140608405363,0.20334063184719112,113,0.06778021061573039,515.4407731218831,616.1053826642835,0.6511317902337083,4,8,17,0.10223073715505633,48,64,27,16,54,36.34640756942471,28,True,4122
16,11,3,4,15,19,6,0.21400055755290764,9,2.110588891238715,4,0.7622338838367629,23,2,0.2764722280967873,28,0,56.691345875071086,14.821067252417487,12170.715742141389,0.27235277719032125,142,0.06447055543806425,676.1498811066465,827.4717543883361,0.40458944879162256,5,9,19,0.09870611193355022,64,78,38,17,65,42.26988668217552,32,True,4123
20,15,2,2,13,27,8,0.2511253949206742,12,2.101278819664424,4,0.5539641728798074,31,2,0.1242967332245201,41,0,93.74100574350119,14.457571755356753,16719.73285185598,0.40792834575961473,201,0.07618925186394221,928.8743911726581,1223.0112556031636,0.25984657525625043,7,13,25,0.1106394098322119,96,104,50,15,78,30.37862674090204,43,True,4124
5,17,1,1,1,31,9,0.3759369082856801,15,2.0,1,0.1248980029525063,34,1,0.0,22,1,34.22775177560952,18.02473187857399,11060.682649352855,0.2059369082856801,125,0.0586456360952267,614.4841113175978,614.8360876527574,0.11,8,15,27,0.29239326923794706,54,70,18,12,31,9.029544153123595,24,True,4125
6,5,1,1,2,4,3,0.2172011067887327,2,1.093296440375577,1,0.4569246634882606,10,1,0.0,16,1,21.192453529497705,10.396226637807501,2201.890043535639,0.06906703559624423,47,0.09906703559624423,122.32945415776999,214.82438939424912,0.2710642686244125,1,2,9,0.1317346245868548,15,32,9,13,29,20.151257448887232,17,True,4126
25,32,3,17,36,59,16,0.1709799725514795,28,2.0,7,0.46685980786035663,73,7,0.06086408783526554,86,1,55.76636193735072,43.01841678453453,84546.05328698397,0.7021602195881639,345,0.023804005489704096,4697.007537720721,2101.6235482067827,0.4912117419839075,15,29,59,0.11956795608236723,136,208,44,23,166,39.93448800898513,103,True,4127
52,21,5,11,21,38,11,0.13185597371914726,18,2.1074480361361725,7,0.7237360886978781,52,4,0.2930400985531978,72,0,129.8628503687852,23.154767153207946,67190.74349410008,0.9777041741106496,439,0.03953600657021319,3732.815207005378,2943.7133378252765,0.3604639934297868,10,19,43,0.07162397700425385,201,238,84,19,159,31.83567921157442,84,True,4128
6,2,0,0,2,3,1,0.12667838220021052,1,1.7785588133473687,1,0.5553602966631579,6,1,0.0,13,5,23.016608793105892,14.269542918165053,4480.112199566981,0.10553602966631578,69,0.07332161779978948,248.8936381132322,318.34671792946926,0.5553602966631579,0,1,6,0.06557117626694738,26,42,11,12,31,13.648718997357676,14,True,4129
22,30,11,0,19,50,16,0.15816676718696943,22,2.161686440072655,12,0.8671861385117473,82,5,0.0,86,1,99.26589650903614,34.17139285459191,115750.04070214143,1.1295783899818361,509,0.03,6430.554334760477,3389.1641390434424,0.3415490314337611,14,25,68,0.10351967288568609,237,271,79,23,132,20.143016958837514,87,True,4130
8,5,3,2,5,8,3,0.13957975324828595,4,2.0,3,1.0,13,1,0.0,20,1,31.54449438554567,14.999379818804094,7000.814025670569,0.1525214805102843,96,0.07084049350342811,388.93270268804656,468.70630537635145,0.3266380259862876,2,4,12,0.08,35,61,15,13,38,28.209848533781056,22,True,4131
15,8,1,1,6,14,4,0.1052019175846614,7,2.0,1,0.3430527335781883,20,1,0.0,44,1,45.016258975933866,32.077042350059735,39487.24429035094,0.4350239698082674,241,0.035201917584661395,2193.7348272949853,1294.5412317626235,0.2130047939616535,3,7,18,0.06780287637699209,93,147,25,15,69,14.906173725009955,46,True,4132
3,1,1,1,0,0,1,0.17655387582406795,0,0.16384689560169874,1,1.0,2,1,0.0,5,0,16.364719523762673,4.120142489422416,278.9615162215884,0.020819234478008493,18,0.238361531043983,15.497497908098017,67.5545773531438,0.9590382760995753,0,0,3,0.08573464134605946,7,11,6,7,12,16.32837922267046,6,True,4133
9,8,1,5,3,7,5,0.20960261306853425,3,2.0,2,0.38039738693146574,16,1,0.0,20,1,27.21191227555635,12.474427250571857,4226.538841469917,0.11,69,0.08,234.81104674832875,339.0032218516535,0.19159888011348533,2,3,12,0.12840111988651468,23,45,14,15,40,29.847400376487094,25,True,4134
20,23,2,3,17,40,12,0.41308491859183294,17,2.2596643304962463,6,0.5382477472642373,45,4,0.23175225273576266,27,0,56.74462454403956,17.344373715707746,16400.51819543944,0.3169989987841055,162,0.06283316646401758,911.1399737836275,957.622826699892,0.3597482478721846,11,20,35,0.17,76,85,41,18,70,45.39043816304339,30,True,4135
5,3,1,2,1,5,2,0.19337745843695184,2,2.0,1,0.8042137855905285,8,1,0.0,9,2,17.496119040696748,10.16481751194504,1788.100515260692,0.05707781769538102,40,0.09707781769538103,99.33655824191776,176.65962035157378,0.4503229008214774,1,2,8,0.10461091152309489,16,23,9,11,22,27.70906484995324,12,True,4136
19,11,2,0,53,20,6,0.12267689515068254,10,2.0,1,0.3157232258630265,29,1,0.0,50,1,51.82091650112535,19.923315844026778,20067.851938453714,0.3410770161643915,174,0.04910770161643915,1114.8782820467102,1016.1341079623512,0.17,5,10,25,0.05535379030136509,73,101,37,19,125,49.68458561690682,50,True,4137
11,11,7,6,9,20,6,0.18753961903596783,10,2.0,5,0.7714262852948421,26,1,0.0,25,0,50.00170490115059,12.131882486664912,5997.380065564961,0.17785657132371058,103,0.0876980951798392,333.1922346689503,533.4063651918316,0.2900832388059618,5,10,22,0.11507923807193568,38,64,22,12,55,37.41019370614152,32,True,4138
3,6,1,13,1,8,3,0.19439254214731508,2,3.6098135536828773,2,0.5975466115792807,11,3,0.8049067768414386,5,1,22.02633169587391,13.960981355368288,4293.1155744121725,0.1,69,0.07,238.50789795696625,307.506822373558,0.8692875404837639,2,4,9,0.1443925421473151,21,48,9,12,27,75.44214368790816,19,True,4139
11,22,1,1,19,37,11,0.1792797377759818,15,2.3731575088718273,3,0.2545016389001136,40,10,0.8936140344035864,63,1,79.87375205093497,14.017524583501704,15660.245477183662,0.3689196066639727,182,0.06981993444399547,870.01208099471,1117.9454276451822,0.9064950832996592,10,18,30,0.11927973777598182,86,96,52,16,96,24.80867592469049,64,True,4140
12,1,5,2,5,0,1,0.10111568928777923,0,0.07437928585194808,1,1.0,8,1,0.0,7,0,34.37651655193691,5.349793982049936,973.3983305740167,0.06074379285851948,45,0.19223137857555844,54.077726353715285,182.57054811904334,0.981405178537013,0,0,9,0.03037189642925974,18,27,10,6,29,53.60074060050109,10,True,4141
22,14,3,51,7,24,8,0.043732641268748276,12,0.5466580158593535,3,0.8387358853214908,175,1,0.0,145,0,1661.4396556717606,24.680460777452616,324626.9293231275,6.925095387346946,2294,0.07086696944492263,18034.831525378162,20777.93491221219,0.7376041523875103,6,12,169,0.030066190872264448,1130,1164,470,17,229,28.90689033882099,197,True,4142
4,7,0,0,0,9,4,0.31428733569208,3,3.3904978092277336,1,0.25,12,1,0.0,13,1,21.330066145885027,12.258135564561558,2897.4905245222167,0.080857467138416,53,0.080857467138416,160.96805025610266,245.49874808691837,0.25,3,4,10,0.21647737950752532,22,30,11,12,19,5.540374914119903,13,True,4143
2,5,1,11,4,8,3,0.17341210670282306,4,2.0,1,0.38800581394799205,10,1,0.0,5,0,12.884311901432365,12.8894982900431,2118.2083281457867,0.051706053351411534,40,0.08170605335141153,117.67632883033654,164.92537602552508,0.33,2,4,9,0.11658789329717693,12,28,5,11,26,72.73526590373359,17,True,4144
2,1,1,1,2,0,1,0.28495660825361124,0,0.0,1,1.0,2,1,0.0,2,0,12.800536178601554,2.71847880158507,83.53369078573436,0.0128152119841493,10,0.3778586037305381,4.640760599207465,32.06738157146874,1.0,0,0,3,0.1074783041268056,2,8,2,5,11,57.1847880158507,3,True,4145
5,15,5,0,4,21,8,0.2350898464173549,6,3.7874989120754337,3,0.3358086177561939,31,6,0.7243856868398861,33,0,70.10222470282365,19.177241808735605,24735.323563076505,0.43163184727375825,222,0.052544923208677444,1374.1841475469596,1306.3674951272988,0.8027392278047576,7,12,24,0.18254492320867743,101,121,42,15,44,13.586416403368911,34,True,4146
21,10,5,2,7,8,7,0.16324517657528378,4,2.0,4,0.626622588287642,24,1,0.0,43,0,41.5013440142386,24.515225093153422,24858.094457184787,0.3366225882876419,175,0.04,1381.0039562226784,1015.1384549224348,0.1378806273288356,2,4,18,0.09662258828764189,75,100,33,21,76,18.82654315777219,45,True,4147
9,9,2,9,3,17,5,0.16222115864764775,8,2.0,2,0.5285303951012669,24,2,0.0,24,2,26.035284737514303,26.061297305817668,15523.428079534871,0.20963140225392043,119,0.03592628045078408,862.4091526553833,621.2106452225257,0.42592149436519894,4,8,21,0.11629487819686367,53,65,19,17,50,34.05140738578613,33,True,4148
18,7,2,1,11,12,4,0.1245930152335509,6,2.0,2,0.6555238574836828,19,1,0.0,31,1,47.730576084610696,18.17587309580614,15712.505987208866,0.2891860304671018,161,0.054593015233550896,872.9167441218684,865.4905333099041,0.25,3,6,17,0.0645930152335509,64,96,27,15,63,29.640235125263715,32,True,4149
8,4,2,0,2,6,2,0.12702965165472344,3,2.0,1,0.9140843215260577,14,1,0.0,20,1,50.40270107124591,14.95539547879805,11165.417338755178,0.24613862119218236,137,0.0690346552980456,620.2986145284885,749.1628218756041,0.4623515566237781,1,3,13,0.0841336175488602,66,71,30,13,32,11.78119050865145,20,True,4150
2,4,0,0,0,7,2,0.26516212343482326,3,2.0,1,0.6288780491959974,8,1,0.0,9,2,18.468992852478188,7.769721657407338,1048.6407318070394,0.045162123434823224,31,0.13032424686964644,58.26090100985244,138.03677486252917,0.3711219508040026,1,3,7,0.19548637030446966,12,19,9,11,13,6.047345706470974,10,True,4151
15,3,13,11,11,4,2,0.10086828253941205,2,2.0062020181386573,2,0.9937979818613426,18,1,0.01240403627731479,9,0,57.009042544330136,6.756839987743625,2591.3663863983884,0.1295038385489074,73,0.14937979818613425,143.9647785709611,384.1168259147166,0.5062020181386574,1,2,18,0.04136444399050463,27,45,24,12,50,71.93576955716354,21,True,4152
22,11,5,8,7,19,6,0.15062464069070988,9,2.1062464069070987,5,0.8318739220721296,26,2,0.2656160172677471,32,1,80.49721598451632,13.13809733318466,13750.113403904581,0.34875071861858026,175,0.07468767965464507,763.8931232034536,1050.2494110855419,0.3965558527781328,5,9,22,0.08656160172677471,81,94,47,15,71,31.81501536972723,40,True,4153
11,14,6,12,7,20,7,0.13589877913919998,9,2.0,6,0.7608355161012,36,1,0.0,41,0,41.8216950054188,29.1707853496704,35579.312298370496,0.4030126526076,216,0.0330126526076,1976.62951165568,1219.711380686846,0.1692910099748001,5,10,31,0.09891143174679998,81,135,28,20,76,31.726084351637994,54,True,4154
6,11,1,0,1,20,6,0.2675400956033725,10,2.0,1,0.4674618389749946,25,1,0.0,22,1,42.04734788644232,16.49097390195114,11132.497749030066,0.22606570062808964,132,0.06401642515702241,618.4719787571562,681.1306758537528,0.26664058112387407,5,10,21,0.2095893710744397,61,71,23,12,30,5.237418404757225,22,True,4155
11,3,8,3,28,4,2,0.04891713423125852,2,2.0,1,0.6486189038543086,19,1,0.0,41,0,87.09441431501773,27.70448986063562,57334.00277579356,0.7289391453790701,353,0.037027621922913825,3185.222947334044,2188.5579324679175,0.5,1,2,19,0.028917134231258516,163,190,57,17,86,42.60162321877162,44,True,4156
16,9,1,7,12,15,5,0.12499595557534923,7,2.0,2,0.4399352892055878,19,2,0.0,35,1,35.726176336914776,29.19494742247954,30434.49528828592,0.3470008088849301,208,0.03,1690.8034048148975,1042.679322899293,0.47103478205199656,4,7,16,0.07199676446027939,59,148,16,16,74,35.41096257306688,42,True,4157
12,3,11,8,9,4,2,0.1,2,2.0,2,1.0,16,1,0.0,11,0,55.07157912864785,6.858675672684934,2580.7320037154586,0.12743193198731603,72,0.14743193198731602,143.3730015132983,376.7814090969379,0.5,1,2,16,0.0477042040380519,29,43,25,11,44,56.38681516727924,20,True,4158
35,24,6,11,6,35,12,0.21951857164021646,12,2.975928582010823,7,0.5419257134391342,45,10,0.7138928730162349,47,0,114.27669844997689,17.77402838941384,35452.06356938165,0.6703714328043293,311,0.05903714328043293,1969.5545418702095,2007.3149025973244,0.7728885701587013,11,25,34,0.12951857164021646,141,170,69,17,101,27.462765814182173,58,True,4159
3,8,2,12,2,15,4,0.14805789990383975,7,2.0971050048080127,3,0.7873763493749584,18,1,0.09710500480801276,20,0,18.884567710154904,29.76753238600535,15127.57340919203,0.17262365062504165,112,0.032913150144240386,840.4167320884674,523.273158941565,0.2776840038464101,3,7,15,0.12,45,67,11,13,41,41.89295289912123,33,True,4160
2,4,0,3,0,6,2,0.2552263874391182,3,1.704527748782363,1,0.7187529214509101,7,1,0.0,6,0,20.366902869259164,5.1477361256088185,537.7391705079929,0.03147736125608819,25,0.19556791623173544,29.875963978774674,104.43319279575493,0.42898320415790847,1,3,7,0.17670374869520633,9,15,8,9,15,38.37512075330429,10,True,4161
26,7,4,1,11,13,4,0.10654148484509529,5,2.1328781267094374,4,1.0,20,1,0.0,38,1,51.22473919793389,29.630296939492236,44538.28754199924,0.5032536721741515,251,0.03332195316773594,2474.3513474548095,1508.3001598444746,0.2668828898130172,3,6,18,0.05328781267094374,115,135,41,21,78,22.02832477839562,40,True,4162
