LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
10,18,7,28,6,23,12,0.1776301977376527,11,8,0,43,4,0,40,0,5,0,38.63363953545935,31.140335055687743,33851.24362370125,0.37151695622145503,197,0.035592450565586825,1880.6237136860861,1120.5916932330506,0,6,11,32,0.14,71,125,28,23,87,47.31801773939459,68,True,10537
14,3,8,9,51,4,2,0.1288962064159121,2,1,0,17,1,0,10,0,1,0,72.92413182399439,6.092825685979983,1839.256019170979,0.11093297658361134,69,0.19186595316722266,102.17718941351737,343.2880365643175,0,1,2,16,0.07643891066603126,30,39,21,8,88,67.00029702406201,19,True,10538
0,2,1,0,0,3,1,0.18513164444115993,1,1,0,10,1,0,8,0,0,0,81.87157010140433,3.8363030310910755,1099.4171236023794,0.10081139259314001,65,0.27162278518628,61.08003245050263,297.47718158685643,0,0,1,10,0.14594303703429995,31,33,18,4,11,2.626103996880584,9,True,10539
1,4,2,4,0,7,2,0.2974176653315011,3,1,0,9,1,0,5,0,0,0,16.34570443546331,4.180045595743418,278.3157867117824,0.020469515394272532,19,0.2418780615770901,15.465243231422196,67.15697466204278,0,1,3,9,0.22753504418006926,7,12,5,5,13,50.17442496897225,10,True,10540
0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,8.54,4.67,186.03,0.01,12,0.21,10.33,39.86,1,0,0,3,0.25,4,8,3,7,4,50.0,2,True,10541
0,1,1,1,0,0,1,0.48814609096497874,0,1,1,2,1,0,1,0,0,0,8.949196939888932,4.562366505962007,181.8986756231144,0.01,12,0.21995728358941782,10.100508321081989,39.92401110878912,1,0,0,3,0.2433618109403881,4,7,3,6,4,51.58036315254903,2,True,10542
8,38,7,3,18,56,17,0.33848031635108317,20,8,0,70,10,0,54,0,4,0,41.83535323443876,33.897861858353366,46509.24338656677,0.4580117150329533,246,0.028011715032953247,2583.8494214290185,1372.9601986199393,0,17,28,51,0.22631630588973772,103,143,28,18,87,28.14564908463227,58,True,10543
17,8,11,15,19,8,5,0.1164818790991089,4,1,0,32,1,0,32,1,0,0,56.912281575702025,18.987544347683112,15708.452256048535,0.3030800489926103,164,0.05582477123668768,872.6923232209238,909.1643390663464,0,2,4,28,0.06626284314496848,68,96,29,14,87,54.52827148951859,47,True,10544
0,1,0,2,1,0,1,0.2996357147170504,0,1,1,1,1,0,1,0,0,0,14.87976284558305,2.3989071441511514,82.80894372027267,0.01,12,0.4181602855244978,4.597723143184958,34.91761341482043,1,0,0,2,0.13779600024154823,5,6,3,3,8,76.71256651392284,3,True,10545
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10546
11,16,4,17,15,10,12,0.2,4,7,0,43,3,0,44,0,1,0,36.090984731708325,63.169712324984395,143350.83259219854,0.7551537950893256,375,0.02,7963.932417498282,2270.982930965099,0,3,5,33,0.13,144,230,35,31,89,42.11,61,True,10547
22,16,5,21,27,16,2,0.01688764638794069,8,1,0,42,1,0,72,0,1,0,82.03745973464049,38.92039229649235,71731.81259447522,0.753872912552136,356,0.026887646387940688,3985.098349921839,2258.2422475917797,0,4,8,32,0.014591764258627125,138,217,46,23,145,39.541862787097045,94,True,10548
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10549
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10550
8,17,11,31,3,12,12,0.16,6,9,0,43,4,0,48,0,9,0,50.468820797828826,25.22604280604706,32006.86689768626,0.42262574179615064,212,0.04026257417961507,1778.1576637768321,1270.2402210103849,0,3,6,32,0.13973742582038495,76,136,37,24,93,41.649577976002945,79,True,10551
10,34,6,5,20,49,14,0.2819786704921621,18,6,0,65,8,0,57,0,3,0,40.366680066705676,35.15925970770475,48367.99744561596,0.46,245,0.026633626109564927,2687.1131693960706,1375.5686160595355,0,15,24,48,0.18910790495825308,102,142,29,20,94,29.833808015782964,62,True,10552
6,6,5,1,9,10,3,0.28711686822879545,4,3,0,16,2,0,12,0,2,0,49.758259322604616,4.174687820249975,736.76406084623,0.06,40,0.2757298790627227,40.92833213727981,178.76678502897363,0,2,5,14,0.21528161861572143,16,24,14,6,32,34.93457135334232,13,True,10553
5,2,2,3,4,3,1,0.09206948363069786,1,1,0,10,1,0,15,0,0,0,38.28496023863904,9.6695316449334,3212.2709044783323,0.11597683878976739,72,0.1087814710318139,178.45938615559737,346.5119617468063,0,0,1,10,0.06926485138865135,29,42,16,10,31,33.06193425601856,19,True,10554
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10555
17,14,5,24,17,12,10,0.16125064870499717,5,5,0,42,2,0,55,0,1,0,87.52762872363668,54.3910401609739,137314.98850494085,0.98976161113783,465,0.027265503367813033,7628.606431691345,2970.802347685,0,3,6,33,0.10578165544062323,174,291,51,27,117,42.773582640926925,79,True,10556
8,8,2,5,5,13,2,0.06969740066157872,6,2,1,23,1,0,34,0,1,0,48.23878748927853,20.500739249397878,19731.291959269176,0.32545389900763194,184,0.051717099889736884,1096.184839476047,971.0586070312671,0,3,6,20,0.05141450055131559,75,108,25,13,55,21.96716888552959,40,True,10557
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10558
25,41,29,6,81,65,4,0.06509760460238695,30,2,0,152,1,0,116,0,0,0,82.79535666983057,62.91085953038769,322136.6076585568,1.7227172720775257,753,0.02,17896.47573106595,5163.663094445519,0,17,32,131,0.03769836104373844,302,451,77,31,236,42.72061084232604,122,True,10559
13,1,11,7,55,0,1,0.0648437942030554,0,1,1,15,1,0,10,0,0,0,81.47593380319424,5.9750070724888635,1465.465082660363,0.10917956594159764,68,0.21320292608625074,81.41439477891709,323.420904508919,1,0,0,16,0.035976639855346944,26,41,19,6,89,57.17376672500584,17,True,10560
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10561
1,2,1,3,1,2,1,0.2672529447716339,1,1,0,5,1,0,2,0,0,0,16.64551047894233,3.021106011778821,160.0306339148533,0.013450588954326784,15,0.3578893988221179,8.888830120011882,49.67084411600928,0,0,1,5,0.1514070674519214,6,8,5,4,10,71.82918701522883,6,True,10562
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10563
21,1,12,11,87,0,1,0.05004615754255742,0,1,0,18,1,0,10,0,1,0,122.04633818607846,3.6013215633237494,1582.1049743984972,0.14998056524523898,84,0.27995870114613286,87.8958304264283,439.38739740689493,0,0,0,19,0.010038869509522038,35,48,29,6,133,90.89601183526075,21,True,10564
10,39,4,2,17,53,20,0.3501548846139341,15,3,0,63,17,0,54,0,4,0,43.43498659131116,29.606936057674176,38098.794734035924,0.42507744230696703,230,0.03,2116.5963913225087,1286.3174778827658,0,19,29,45,0.23634680288370882,91,138,29,18,86,26.548141384632792,57,True,10565
12,5,4,2,3,8,3,0.07066384622164906,4,2,0,30,2,0,38,0,0,0,54.571858368784085,19.644054630097845,20998.94638229795,0.35601692267010565,195,0.05,1166.6057971362561,1070.1943995736622,0,2,4,29,0.05066384622164906,94,101,31,13,59,13.578278486896748,40,True,10566
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10567
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10568
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10569
2,7,2,0,3,12,4,0.24305712475086283,5,1,0,17,2,0,17,0,1,0,23.216426390444845,11.624886153774511,2984.840389980362,0.08782856813652051,55,0.08782856813652051,165.82639785687485,261.4169861157753,0,3,6,14,0.16608571593173976,20,34,12,13,27,16.089166765381307,18,True,10570
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10571
8,1,5,4,32,0,1,0.10011154723727528,0,1,1,12,1,0,8,0,0,0,103.86698046605976,3.537360565953406,1304.7328091361558,0.12494422638136236,76,0.2862639434046594,72.48696316794252,368.0874206775247,1,0,0,13,0.06637549064193468,35,40,23,4,56,33.96449050824131,13,True,10572
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10573
0,1,8,0,0,0,1,0.09254142889695674,0,1,1,9,1,0,10,0,0,0,17.78382458231338,9.58701780424453,1259.7986707390598,0.0444475005696743,41,0.11207178726054454,69.98635494189323,139.42645411730533,1,0,0,10,0.08127071444847837,11,30,4,5,12,0.0,10,True,10574
14,3,9,9,53,4,2,0.12528699589511713,2,1,0,17,1,0,10,0,1,0,83.47550842008206,5.755585566681248,1753.2224410328372,0.11830021225468752,70,0.212637951041211,97.39993632359375,353.6405619938436,0,1,2,17,0.07339957549062495,30,39,23,7,90,68.09407777031134,20,True,10575
21,1,11,11,84,0,1,0.05289458710494556,0,1,1,17,1,0,9,0,0,0,106.67693443564839,3.98190883059409,1694.258742075871,0.13891452983564542,84,0.25144729355247275,94.12288880479801,425.03453534106774,1,0,0,18,0.013256410493063753,35,48,26,5,129,87.62066357861748,21,True,10576
13,3,6,8,47,5,2,0.1375936338544771,2,1,0,16,1,0,10,0,0,0,67.27035391863595,7.015065081096211,1979.6366048142872,0.10772866121150845,67,0.17623693991201927,109.97728972253016,331.1999122686235,0,1,2,16,0.08376306008798072,30,37,20,8,83,64.36451875083793,19,True,10577
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10578
0,1,1,0,0,0,1,0.12518916147485573,0,1,1,8,1,0,8,0,0,0,83.34863353187902,4.281761260335944,1154.82804856797,0.10158103258099752,67,0.2671485170055647,64.15873467673825,301.62855149745195,1,0,0,9,0.09759458073742787,31,35,17,4,10,0.0,8,True,10579
11,10,4,5,8,17,2,0.05517641700907652,8,1,0,36,2,0,38,0,1,0,60.25319372307736,18.696561801891946,20821.928064769396,0.3718588663927388,199,0.0529647165981847,1156.7728153695543,1117.3817282470745,1,4,8,32,0.03814113360726122,95,104,34,13,65,22.894175745743826,43,True,10580
1,2,1,3,1,2,1,0.26775719782851365,1,1,0,5,1,0,2,0,0,0,16.630181186013186,3.0392591218264915,161.81730334598961,0.013551439565702733,15,0.35607408781735084,8.988167972217191,49.9181298151031,0,0,1,5,0.1526172747884328,6,8,5,4,10,71.4930519275128,6,True,10581
5,3,2,5,4,4,2,0.12104835558471719,2,1,0,11,1,0,13,0,0,0,36.61464770601545,9.2628349757517,2944.8882340473733,0.10756367718377352,68,0.10878183859188675,163.6030274811243,326.95367085962584,0,1,2,11,0.08235141990452845,29,38,17,10,30,40.01007392584772,18,True,10582
20,1,12,11,83,0,1,0.05196234592536663,0,1,1,18,1,0,10,0,0,0,116.7034744806036,3.91397534805866,1566.594112726428,0.14460354870524175,82,0.2711694433358502,87.03392659005881,424.1023042473344,1,0,0,19,0.013434105369391602,34,48,28,6,128,86.45007829812299,21,True,10583
14,25,4,31,2,46,13,0.19510664698720556,22,9,0,51,8,0,37,0,0,0,30.179258982454353,36.8943495467997,40968.225008452355,0.3719982531689065,200,0.03,2276.0169449140194,1111.3549815348495,0,12,23,40,0.15288636568842054,71,128,23,23,87,47.39754160792948,68,True,10584
6,1,4,3,26,0,1,0.10570209186945394,0,1,1,11,1,0,8,0,0,0,101.83621512842086,3.5303723851631825,1273.8003256863112,0.12214895406527303,75,0.2869627614836817,70.7685695116266,360.12718393938127,1,0,0,12,0.07266485335313567,35,39,23,4,47,27.611535351849284,12,True,10585
0,1,1,1,0,0,1,0.48026737157489535,0,1,1,2,1,0,1,0,0,0,10.114607734945206,2.952641691779749,86.64056513735258,0.01,9,0.3371037462330377,4.80840858013831,29.53083891372131,1,0,0,3,0.23894972808194143,3,6,3,5,4,52.63075402163496,2,True,10586
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10587
0,1,3,0,0,0,1,0.11990988664579319,0,1,1,8,1,0,8,0,0,0,72.74652985641416,5.139643420058608,1171.8022369621135,0.09234230163013807,63,0.24207196156751762,65.10108523372591,275.39979432796196,1,0,0,9,0.0949549433228966,28,34,15,4,10,0.0,8,True,10588
5,5,5,2,7,6,3,0.18889730658212428,2,1,0,15,2,0,15,0,2,0,38.22011589202442,9.301330614896871,3224.947116854681,0.11397338770206258,70,0.10931559180137505,179.1623588365989,349.91921128748646,0,2,3,14,0.09944865329106214,28,41,18,12,32,38.29986822603359,17,True,10589
14,22,11,14,31,23,10,0.16652233248490222,10,5,0,74,2,0,61,0,4,0,51.449005557424265,58.16579789786791,179201.3422263359,1.007867637607274,471,0.02,9955.631660692134,3034.345933127582,0,6,11,61,0.10709422748966993,186,284,49,31,125,42.261530495068335,76,True,10590
1,4,1,4,0,7,2,0.29484266195608194,3,1,0,9,1,0,4,0,0,0,15.80678307653511,4.0143358304189505,257.7865198427896,0.01896853239121639,18,0.258566416958105,14.324004405348143,63.20084142326259,0,1,3,8,0.21762238869459669,6,11,5,5,12,53.43788154007577,9,True,10591
38,14,13,44,26,25,7,0.04683751484251167,12,1,0,50,1,0,98,0,4,0,248.061324044829,22.03188956660265,120629.1434165404,1.78102508905507,765,0.04829062128937209,6701.616617470525,5341.940081780702,0,6,12,44,0.03569792903542639,283,482,109,16,210,42.8107111982209,143,True,10592
17,1,10,9,69,0,1,0.06639416950550688,0,1,1,16,1,0,9,0,0,0,116.11481792712462,3.5795072881181165,1491.2910601260305,0.14180291524724656,82,0.2820492711881884,82.85084214824482,416.0967518953464,1,0,0,17,0.02844344069369524,35,46,27,5,108,72.28007562817962,19,True,10593
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,8.060812952326247,1.771875383327328,29.76764242350481,0.0018125025555155196,5,0.6083749131124724,1.6551259659848663,14.676754323932258,1,0,0,2,0.25,2,3,2,3,4,50.0,2,True,10594
0,1,0,1,0,0,1,0.42800199029954067,0,1,1,1,1,0,1,0,0,0,11.439546659972311,2.784005970898622,84.59066762535763,0.01,10,0.36167912426820215,4.695281512627651,30.825296549250645,1,0,0,2,0.2096811145677428,3,6,3,5,5,59.59877465326524,2,True,10595
13,1,7,7,54,0,1,0.08079669781100457,0,1,1,14,1,0,9,0,0,0,101.73128531299945,3.8075206386812215,1493.457714615879,0.1284512383208733,79,0.2653983489055023,82.96902005005091,389.02686147489857,1,0,0,15,0.04464628503738015,35,43,24,5,86,55.91340252501968,16,True,10596
2,7,2,0,3,12,4,0.24425241458839506,5,1,0,17,2,0,17,0,1,0,23.360404484511225,11.59587320953623,2987.387987274993,0.08804589356152638,56,0.08804589356152638,165.96787670855366,262.3335560957375,0,3,6,15,0.1659770532192368,21,35,12,13,27,16.397008229902106,18,True,10597
15,23,3,28,7,39,10,0.15099221663899595,18,7,0,49,6,0,43,0,0,0,29.571279714624193,39.34362631737485,46155.090121745714,0.3873367926048907,207,0.027832900924388664,2564.1740711700795,1161.2473180609406,0,10,19,38,0.11966061294144127,77,130,23,24,96,45.73807061791794,71,True,10598
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,10599
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,30.696025905166735,44.79669782166727,61560.434853618644,0.4587334412715281,238,0.02,3420.0215844902777,1374.350203856112,1,4,8,31,0.01,99,139,28,26,128,37.96,81,True,10600
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10601
13,31,4,18,9,48,16,0.26214124121264554,18,5,0,56,12,0,45,0,1,0,36.26057046792545,33.404081442882664,39309.37476608103,0.39404708040421516,212,0.03,2183.8543230790965,1186.1629995742437,0,15,25,41,0.1884753286467443,80,132,25,21,88,37.68441907645108,63,True,10602
9,16,4,8,12,27,1,0.03881559084774988,12,1,0,42,1,0,37,0,1,0,65.52137974702454,17.809805023948044,20518.385656998304,0.3849475273218001,202,0.056236881830450024,1139.911347927691,1156.543001746826,1,7,13,35,0.025052472678199905,94,107,38,14,71,33.450180785031776,46,True,10603
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10604
4,7,2,5,1,12,4,0.24,6,2,0,15,1,0,12,0,2,0,24.457266523024305,9.118403001342394,2028.4739525326022,0.07,48,0.10895462664876807,112.68814255366559,222.60788710149396,0,3,6,13,0.17,23,25,13,11,24,33.33,17,True,10605
3,7,0,3,0,12,4,0.22742154482250493,6,1,0,15,1,0,14,0,0,0,19.791834254845945,11.209802738201612,2478.901842387091,0.07314461379437377,49,0.08685538620562623,137.71646850771273,220.67397974625922,0,3,6,13,0.17,21,27,11,11,24,24.421309120539117,17,True,10606
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10607
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10608
0,1,0,1,0,0,1,0.4540083755755171,0,1,1,1,1,0,1,0,0,0,10.742575534576142,2.862025126726551,84.95163625298818,0.01,9,0.35023631474677247,4.715046365437393,29.996212986652516,1,0,0,2,0.22424469032228958,3,6,3,5,4,56.13160336827206,2,True,10609
15,1,7,0,24,0,1,0.08,0,1,1,8,1,0,12,0,0,0,74.92,2.5,468.24,0.06,42,0.4,26.01,187.3,1,0,0,9,0.02,17,25,17,5,54,65.39506037250909,13,True,10610
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10611
27,142,52,47,40,160,4,0.059690132229552106,69,2,0,366,1,0,418,0,2,0,75.10936691202687,158.33101183439135,2592974.9815105638,4.46014952236278,1659,0.005969013222955211,144054.18111318548,13377.986887167452,0,45,80,273,0.03879858594920887,592,1067,148,79,536,24.03808903116631,466,True,10612
10,6,2,10,6,8,4,0.10895258193628382,4,4,1,23,1,0,29,0,0,0,36.95044252567246,22.122384092754437,17916.732647885827,0.2710474180637162,160,0.04638092725796453,995.375914286578,813.341550241968,0,2,4,20,0.07085721822610642,64,95,19,13,59,33.51144746706717,39,True,10613
13,8,2,16,10,8,5,0.13694782913780776,4,5,1,30,1,0,24,1,1,0,32.72228203666104,22.444548975967287,16274.873297955563,0.24593369221996628,143,0.04288152135777403,904.1589215046505,729.2629830847734,0,2,4,26,0.0813554359266779,59,83,19,14,67,49.40924847163258,41,True,10614
17,2,9,10,67,2,1,0.0948415067615053,1,1,0,17,1,0,10,0,0,0,87.71462558968727,5.189479968831509,1785.6610913253962,0.12347944487734017,76,0.2169588897546803,99.20009172267686,380.18540746356064,0,0,1,17,0.04776126885179393,32,43,23,7,108,77.32066337196066,20,True,10615
18,18,3,14,27,16,1,0.01,8,1,1,42,1,0,67,0,0,0,28.6,47.67,64981.35,0.45,238,0.02,3610.07,1363.25,1,4,8,31,0.01,99,139,27,26,128,37.96,81,True,10616
17,19,3,13,26,18,1,0.026533348285589786,8,1,0,43,1,0,66,0,1,0,31.569392384859825,43.81947916787879,60292.52152639922,0.46,238,0.02040325239720951,3349.5825758571104,1375.9362081085646,0,4,9,32,0.02088781472465669,99,139,29,25,125,37.46601581341835,79,True,10617
7,10,4,0,3,18,5,0.22199399050342714,9,3,0,25,2,0,23,1,4,0,39.59896678442149,9.450493105413678,3525.2949890599425,0.12094768471034593,73,0.10189536942069188,195.8525811054194,373.3862485318023,0,4,9,21,0.08431389173792436,34,38,21,11,64,13.864842400741633,24,True,10618
7,13,2,9,7,10,9,0.21,4,5,0,33,3,0,33,0,0,0,29.88936022178402,36.37681328739318,39535.000345777684,0.3595927095585846,189,0.0299321182597641,2196.390015438664,1087.0615655311362,0,3,5,26,0.16,69,119,25,26,58,32.65,42,True,10619
3,9,5,1,3,15,5,0.3764698847336008,6,4,0,20,3,0,12,0,4,0,38.90314428893512,4.897170782274544,852.6089702730459,0.06,40,0.2221180691598395,47.3643022689545,175.08544074897566,0,4,7,17,0.29952874846310934,16,24,12,7,22,22.024336940062298,13,True,10620
7,10,4,0,3,18,5,0.2268918983450127,9,3,0,25,2,0,24,1,4,0,39.41155736332504,9.477560490854017,3530.6659316851756,0.12068990008710459,73,0.1013798001742092,196.15109569913287,372.84051848440043,0,4,9,22,0.08586059947737243,34,38,21,11,65,13.006677389971196,24,True,10621
21,1,12,11,87,0,1,0.050797550121815443,0,1,0,18,1,0,10,0,1,0,121.66115062176407,3.6228351192772426,1583.8138388586194,0.14966418942239348,84,0.2792864025225862,87.99074317328196,438.53108669538574,0,0,0,19,0.010671621155213029,35,48,29,6,133,90.66830033676771,21,True,10622
19,6,20,10,25,8,4,0.08176909669494986,4,4,1,46,1,0,40,0,1,0,79.65546546540877,15.850771101343652,16343.36166905057,0.36934990630964115,193,0.06844760120183642,907.9668215585318,1115.3077752271906,0,2,4,44,0.04732859819724537,79,113,39,14,98,48.16952089457491,51,True,10623
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10624
11,34,3,8,15,48,17,0.3062605238805715,14,2,0,57,14,0,48,0,3,0,38.671320162576535,31.65378624712318,37223.98970558227,0.393490411620449,215,0.03,2067.9960547379396,1193.2218744782974,0,16,26,41,0.2083103367803674,84,131,26,19,86,33.22027829232905,57,True,10625
14,1,6,0,22,1,1,0.10235604996095288,0,1,0,8,1,0,12,0,0,0,72.20405930188653,2.680764632541419,497.2242994022331,0.06,41,0.3865863700234283,27.620274341473205,186.37893074160874,0,0,0,9,0.041078561391755586,16,24,16,5,51,61.62987015278461,13,True,10626
13,3,8,8,46,5,2,0.14116955762536482,2,1,0,17,1,0,10,0,1,0,75.33360572257614,6.210328386747287,1789.3435660289283,0.11161281784195165,67,0.1984272379141473,99.4061546474145,335.5402930914724,0,1,2,17,0.0867743643160967,29,37,22,8,81,63.2808256417447,19,True,10627
0,4,2,0,0,6,2,0.23944542889235707,2,2,0,13,2,0,9,0,1,0,70.8983751827808,4.167617116243378,1060.0667867674872,0.09175909518460715,59,0.2535181903692143,58.89299739660109,269.84051759860563,0,1,3,12,0.1912045240769642,28,31,17,5,12,5.213250596239274,10,True,10628
0,4,1,4,0,6,2,0.3253217084181561,3,1,0,8,1,0,4,0,0,0,14.749813265734549,4.259506014782667,264.661432955567,0.018733914579092195,18,0.23620174373727656,14.705691204125188,62.454637016111505,0,1,3,8,0.23253217084181563,6,11,4,6,11,50.0,8,True,10629
11,17,2,18,8,26,10,0.20394990270549032,12,5,0,42,4,0,31,1,2,0,23.6658190697239,39.21098248698826,36333.617872533636,0.30605009729450966,172,0.026050097294509675,2018.5345456909076,926.9990399470167,0,7,13,34,0.14789980541098066,64,108,18,22,71,45.47620626436051,49,True,10630
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10631
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10632
11,17,2,18,8,27,10,0.2037779682390941,12,5,0,39,4,0,31,1,0,0,26.517882531501765,37.687736828594765,37480.75196024606,0.32888984119547054,182,0.03,2082.2644175656965,996.5250315266381,0,7,13,30,0.14755593647818824,67,115,21,23,72,45.84070733312048,50,True,10633
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,1,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10634
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,8.93882800795771,2.5159559389472115,63.58858394494726,0.00677303959298141,7,0.43971665383863207,3.530208966146973,23.069982991324547,1,0,0,2,0.25,2,5,2,5,4,50.0,2,True,10635
5,8,5,1,6,12,4,0.3286460533652455,5,3,0,18,3,0,12,0,3,0,44.713056602599316,4.510480945781842,790.6060561015641,0.06,40,0.2508123679808527,43.91962001525097,177.0557826013519,0,3,6,16,0.25443770745866,16,24,13,7,27,28.93419737519867,13,True,10636
13,5,5,2,4,8,3,0.07,4,2,0,31,3,1,39,0,0,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1,2,4,30,0.05,96,101,32,13,60,13.33,41,True,10637
