BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
13,12,65,33,22,7,0.10885348285262478,10,2.233200560697343,6,0.8456130903644847,44,1,0,4,6,50.5623844948,34.808402425975245,60270.66960532481,0.5839530623296176,311,0.02944665732171095,3348.374885849821,1744.1128666412947,0.1765206167670772,6,11,39,0.06553342678289048,126,185,31,16,110,95.80819355198055,69,True,6137
3,3,11,7,5,2,0.18120467531231588,2,2.0,1,0.5663099350386712,10,1,0,1,2,25.852163635931056,14.126269091255155,5148.733479777252,0.12,75,0.07390058441403949,286.0425929313491,363.6926557173107,0.4336900649613288,1,2,10,0.1034035064842369,30,45,14,13,24,93.19609376704331,13,True,6138
1,0,3,5,0,1,0.268869382817025,0,0.15095506253620017,1,0.9433918515489249,2,1,0,1,0,18.724303632075824,8.033798609140149,1197.2097500839006,0.05,40,0.126226123436595,66.5149546238624,148.64344440827452,0.9433918515489249,0,0,2,0.09886938281702504,18,21,7,6,12,90.0,4,True,6139
9,3,28,13,16,5,0.17428374709063255,8,2.1070936772658135,2,0.3764393910015211,27,1,0,2,5,25.103175038762455,39.33112916997692,38818.219618419535,0.32929063227341865,201,0.02214187354531627,2156.565058384742,979.3853401872475,0.2492630915422742,4,8,24,0.10428374709063254,85,116,15,14,51,93.72253452286373,31,True,6140
7,5,23,12,10,4,0.18251302929954782,3,2.5453693158735944,3,0.6025130292995478,27,3,0,1,2,63.21757505178869,16.086797459160618,15757.508378520897,0.3338890553883798,176,0.0658994788280181,875.4149657629232,996.7847729393675,0.6025130292995478,3,5,24,0.11970885992369253,80,95,34,13,39,97.28418019546469,24,True,6141
4,9,30,17,7,2,0.08993564788503204,3,2.0,2,0.9967823942516021,21,2,0,1,6,38.597936784546604,23.874592829012588,21919.899553512063,0.31070787326464755,166,0.040193056344903874,1217.7771366403392,919.0455892873266,0.9967823942516021,1,3,20,0.05,68,98,27,18,58,96.08875188763564,32,True,6142
5,4,23,13,7,3,0.136870928480149,2,2.3025533395143927,2,0.556870928480149,24,2,0,1,2,71.36195152200222,15.745394545031514,17260.3859147256,0.37222842007667484,194,0.06772516286079404,958.9071479498331,1108.9767081215155,0.556870928480149,2,3,22,0.08867223136650132,88,105,37,13,40,97.35355618871017,24,True,6143
1,1,4,1,0,1,0.1938009326729225,0,0.0,1,1.0,2,1,0,1,1,17.84122238415014,5.806256594295249,643.0832774721871,0.03595023316823062,30,0.17917418391119283,35.726834924334895,104.7115937410709,1.0,0,0,3,0.11512441707942345,12,17,5,5,9,85.31440276160491,5,True,6144
45,18,118,24,73,23,0.17,34,2.050017025073286,17,0.5462036117526827,118,9,0,21,3,58.69403534855983,47.57658505463249,167445.1484184381,1.0402383510260067,476,0.02,9302.505382002648,3111.2312021689186,0.28849165974504476,19,36,96,0.1192373173358793,186,289,51,22,169,90.23828391323185,140,True,6145
28,3,88,15,12,23,0.1987490825981034,6,1.5208486233649434,19,0.5245793579251148,65,3,0,4,4,29.838883835980635,74.39145966624925,393069.4819459545,0.93414770702747,432,0.01760424311682472,21837.19068682928,2799.066332095491,0.18083394493459776,3,6,43,0.13833211013080454,159,272,33,30,113,94.00944759275139,93,True,6146
11,5,31,15,18,6,0.1802584432954953,8,2.256461082387383,2,0.34357856187477576,29,2,0,2,5,26.307076324042306,35.90165354838569,33933.8815721594,0.3143538917612617,186,0.025129221647747658,1885.2122808484892,932.7946591817275,0.31797209789819614,5,9,25,0.11025844329549532,78,108,17,16,54,94.70238470046122,33,True,6147
12,7,22,8,17,6,0.28265332341141425,6,2.9364307508573813,5,0.75,33,4,0,1,2,36.979897516743236,16.80530825271774,10453.237480304691,0.20704083271321339,117,0.06,580.7363622854114,621.3717039679046,0.6020416356606695,5,8,28,0.19336749441892054,51,65,23,15,34,94.97082789552866,24,True,6148
1,0,3,5,0,1,0.2662069783183767,0,0.12965582654701335,1,0.95137906504487,1,1,0,1,0,18.790011775102464,7.988111747943344,1189.3986812695862,0.05,40,0.1267586043363247,66.08108918676265,148.55547856363918,0.95137906504487,0,0,2,0.09620697831837668,18,21,7,6,12,90.0,4,True,6149
10,7,21,7,15,5,0.23012880253537382,6,2.4998206710752946,4,0.75,28,2,0,2,2,37.068532645721554,16.37854652059991,9956.352230034794,0.20375805015846088,114,0.06,553.1314437824974,607.0850342896217,0.43790250792304314,4,7,25,0.16382245142614776,47,66,23,16,33,92.65318341187337,24,True,6150
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.427690363343669,2.3756344952981236,51.73195343403546,0.0029187816509937455,6,0.5386548257052814,2.875964418098916,16.9776394561775,1.0,0,0,2,0.25,2,4,2,3,4,50.0,2,True,6151
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,10.26718471718718,3.649679946155069,214.71916032611603,0.010486243639780827,12,0.4130870308253698,11.928124603570962,42.387125082756725,1.0,0,0,2,0.2080550254408767,4,7,3,5,5,50.0,2,True,6152
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.01839237255904,3.5231989554419445,96.71265505680608,0.006743996518139815,8,0.3665201566837083,5.373829726345299,24.012209596859122,1.0,0,0,2,0.25,2,5,2,5,4,50.0,2,True,6153
2,0,5,5,3,1,0.2594842665778254,1,0.47421332889127177,1,0.9525786671108728,5,1,0,1,0,20.34945158913916,7.857006131956294,1267.620859088543,0.054742133288912725,41,0.12762893335554365,70.42516233456843,160.50366588306275,0.8103146684434914,0,1,5,0.11556599966684537,18,22,8,6,14,88.81446667777182,7,True,6154
14,7,22,9,19,7,0.32545474995642043,5,3.2695481744203914,5,0.7463637999651364,36,5,0,1,1,36.47547364592966,16.988645423069425,10609.735838256032,0.20590927496077835,117,0.060909050008715916,589.4307283947782,621.4096686268877,0.7309099498169657,6,9,31,0.21636379996513633,53,63,23,14,35,96.73910534692328,23,True,6155
6,8,24,10,10,3,0.14172803551589297,5,2.0,3,0.8383498890128345,22,1,0,2,3,37.57640948945904,18.73133243065276,13822.842856257836,0.2388739511656472,130,0.05293200887897324,767.9378404567955,706.0018671928254,0.5150496670385036,2,5,21,0.10172803551589296,51,78,24,17,41,92.14866930079214,27,True,6156
4,2,13,6,6,2,0.16226741184406945,3,1.5465176311861109,2,1.0,8,1,0,2,0,36.19164321756207,6.337737750975986,1560.026879362112,0.07639552893558332,56,0.16133705922034722,86.67035959197307,236.81523516178487,0.48191659355265287,1,3,7,0.10680223553220834,21,34,11,6,24,87.62931901469739,16,True,6157
12,7,22,8,17,6,0.27720520604921073,6,2.891143275284064,5,0.75,33,4,0,1,2,36.989091214791955,16.76104229914984,10401.697949550911,0.20670032537807567,117,0.06,577.8730361042383,619.8898160453853,0.5850162689037834,5,8,28,0.190302928402681,51,65,23,15,34,94.73042971692142,24,True,6158
14,3,30,15,22,7,0.2178502832659568,9,2.425335851252949,4,0.5063339628132373,31,4,0,4,4,22.735374426192692,42.96499028908627,41859.35392186557,0.32404990557801444,201,0.02,2325.520098452713,975.2168942399426,0.5190018884397118,6,11,26,0.1319001888439712,83,118,14,14,55,91.03687159353312,34,True,6159
7,0,11,3,12,4,0.2809421096745955,6,1.5471054837297744,3,0.8452894516270226,14,1,0,2,0,22.972672907719296,8.18960269995623,1552.1733163948106,0.06547105483729775,43,0.12226447258135112,86.22886377533958,188.7475518591863,0.38115780650809017,3,6,12,0.1960329112797331,19,24,10,9,19,86.13223629067556,14,True,6160
6,9,30,17,9,3,0.11961619564934314,4,2.1641230842234433,3,0.9691497961986009,23,3,0,1,6,38.14477084240805,23.09827850551428,20575.99864873072,0.29765991847944034,160,0.04246801630411193,1143.1155561485364,882.0295255739861,0.9691497961986009,2,4,22,0.07097813858495139,66,93,26,18,56,96.20093279890148,31,True,6161
1,0,1,2,0,1,0.4065805879140488,0,0.0,1,1.0,1,1,0,1,1,15.037482808519428,6.388459838005428,673.2857222789673,0.03121032945031415,26,0.16131611758280975,37.40377984165197,99.34849005279708,1.0,0,0,2,0.13636901164905757,11,15,5,7,8,64.9471059337522,2,True,6162
2,0,4,4,3,1,0.3196176822318881,1,0.5569414578551046,1,0.7911469533043358,5,1,0,1,0,17.471835602517004,8.9046394270992,1346.0971408392024,0.05,40,0.11607646355362239,74.78489749650848,150.32016822094158,0.7911469533043358,0,1,5,0.1496176822318881,18,21,7,6,12,90.0,5,True,6163
6,0,7,2,10,3,0.44854369836570696,5,2.0,1,0.2867545011673521,14,1,0,1,2,14.745991374818855,12.441054014008225,2418.4988920321102,0.060291260326858595,45,0.07852981995330592,134.3583858184895,187.8962219041563,0.2867545011673521,2,5,13,0.2932454988326479,22,23,7,8,14,90.7703743444677,8,True,6164
19,15,81,34,32,10,0.10501315460545849,14,2.1949868453945416,8,0.8542706804509046,60,2,0,7,6,56.67584673325437,35.88566811284491,83299.10832597507,0.7117217312073605,360,0.029283835056363075,4627.732087972272,2125.95368818081,0.16076878336547085,8,16,52,0.06644548449273233,144,216,37,18,130,95.4451884586176,88,True,6165
5,3,15,7,8,3,0.16025211944246612,4,2.0,2,0.9988114369140884,10,1,0,2,0,41.68892780436901,6.7517182891152965,1900.2012669328938,0.09010805118962834,65,0.14974788055753388,105.5700503756812,281.1850728416493,0.33,2,4,9,0.10014406825283778,25,40,13,7,28,88.89399789401625,18,True,6166
4,3,11,7,7,2,0.21368059219418267,3,2.0,1,0.6353212584126382,12,1,0,1,0,26.98882072679639,13.216943418562884,4710.284244934389,0.12,72,0.07796007402427284,261.68159578033874,355.74417506047376,0.36467874158736185,1,3,12,0.127760444145637,30,41,16,13,22,91.06892121128104,13,True,6167
3,3,11,7,4,2,0.19432786732295917,2,2.2462659295719956,1,0.5418652080272393,8,1,0,1,3,25.43723130632299,14.692167588035005,5479.396600576802,0.12246265929571995,78,0.07,304.4138617402527,373.05386150700394,0.6231329647859978,1,2,8,0.10955191154863946,30,47,14,13,23,94.51844082635405,12,True,6168
25,10,66,27,67,13,0.1941399089358939,24,2.7177694991474164,2,0.24024559950536534,86,1,0,2,1,134.4070705465674,27.531151518672264,94458.81816008735,1.1805294384380123,553,0.03784499241132449,5247.715256950562,3548.737014780018,0.08508505312072859,21,33,75,0.1384499241132449,219,334,66,16,99,97.50795872510251,68,True,6169
15,3,30,15,23,8,0.22975936469089023,9,2.531194352807913,4,0.5327985882019782,32,5,0,4,4,22.360899976942008,43.25742439963186,41744.65755866204,0.32008021176970325,199,0.02,2319.1487398903737,965.865618858831,0.5983957646059348,7,11,26,0.13983957646059347,81,117,14,14,56,90.5433063300331,35,True,6170
9,8,33,17,14,5,0.14343174582377205,6,2.26715872911886,2,0.6206346046512184,26,3,0,2,5,32.95010954471091,27.338945383556656,24092.408825582388,0.2993136508352456,163,0.03465682541762279,1338.4671106452492,884.8082071090778,0.6954390488044994,4,7,23,0.08740222207664043,67,95,23,19,59,96.1975498408123,35,True,6171
3,5,24,15,4,2,0.0822661895221775,2,2.0,1,0.6133094761088751,20,1,0,1,3,71.72232745371537,17.27118917859483,19768.65483002318,0.39507191525604746,204,0.0632014314334675,1098.2562975136143,1173.5642345170174,0.6133094761088751,1,2,20,0.05,91,112,38,14,45,97.13179822498385,26,True,6172
7,7,21,6,12,4,0.18360546158752503,6,2.1130953994463018,3,0.75,24,1,0,2,2,37.14704078357105,16.00054437539864,9516.238516959336,0.20085034134922033,111,0.06,528.6805204055936,594.4306855518068,0.2925170674610157,3,6,21,0.13765307214298284,44,67,23,16,32,90.60034099254955,24,True,6173
7,0,8,2,12,4,0.4602807889951732,6,2.0,1,0.35402650501264155,16,1,0,1,1,15.11187844625421,11.305859502915647,1836.9109799133337,0.053782782000459696,40,0.08756556400091939,102.04651095174074,164.6758846500203,0.24054304499885076,3,6,14,0.31108608999770154,20,20,7,8,13,89.05430449988508,9,True,6174
14,7,37,17,24,7,0.1923289754598969,9,2.527947705518763,1,0.2729208466274226,36,2,0,2,4,38.261304722957775,29.950561454022576,31992.644813127787,0.371514141096392,196,0.03077632515329897,1777.3652725197103,1103.2922753932844,0.402052294481237,7,12,30,0.12310530061319588,80,115,25,18,62,96.42188304906793,39,True,6175
5,2,13,6,7,3,0.21174380909981017,3,2.304375347645942,2,0.8995561352768392,9,1,0,2,0,37.40873880299824,8.866714940474512,2898.6846073717666,0.10217501390583768,68,0.12564997218832463,161.03984519947102,310.57615886071477,0.5339314829227813,2,3,8,0.1304375347645942,27,40,14,9,24,89.93096368894912,15,True,6176
3,3,11,7,5,2,0.18113834154519692,2,2.0,1,0.5661689757835434,10,1,0,1,2,25.849841954081892,14.128126436734487,5149.629035383683,0.12,75,0.07389229269314962,286.09235154840917,363.70889090681305,0.4338310242164566,1,2,10,0.10335375615889769,30,45,14,13,24,93.2004386287896,13,True,6177
3,3,11,6,5,2,0.21994444494867882,2,2.0,1,0.4500396821795151,10,1,0,1,3,22.41386347515003,14.400476186154181,4831.664456581906,0.10601111101026423,71,0.0719984127128194,268.42858224395627,328.3541346108189,0.4500396821795151,1,2,9,0.1299603178204849,28,43,11,12,23,94.19283173848264,12,True,6178
8,1,14,3,15,4,0.2827817457348104,7,2.0,3,0.8111050065618302,17,1,0,3,0,25.060572079409596,8.24115994750536,1684.4249959204399,0.07111050065618302,46,0.12166575098427451,93.57462914863119,205.1264391332624,0.20721825426518958,3,7,14,0.22278174573481044,20,25,12,9,22,85.2159923776276,17,True,6179
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,10.018258252211766,5.125311388358734,282.0789231909593,0.0156846489850794,15,0.1972614040596824,15.668840591559096,52.91482005885506,1.0,0,0,2,0.20452280811936482,5,9,3,7,5,50.0,2,True,6180
6,1,8,3,10,3,0.405909234498801,5,2.0,1,0.3963634130018652,15,1,0,1,1,18.086961964397904,12.264848080670042,2786.474518584111,0.07439390216697753,50,0.08,154.80083183964507,224.3982293797014,0.2778787453336886,2,5,13,0.2637879798324896,24,26,10,10,15,90.0,9,True,6181
4,2,12,6,6,2,0.231665692780594,3,1.5784371012906235,2,1.0,8,1,0,2,0,35.5893973078302,6.491816962229203,1575.2769843566025,0.07524529854517183,55,0.15632344348064064,87.51719904267703,236.53521113691556,0.4712235710676411,1,3,7,0.11475470145482819,21,34,11,7,24,80.69270943459617,15,True,6182
1,1,4,2,0,1,0.2054835035339635,0,0.0,1,1.0,2,1,0,1,1,18.121604084815125,6.202003682213013,746.7660938639259,0.03887087588349087,32,0.16895193440778195,41.48780268018574,113.71447491086062,1.0,0,0,3,0.10782281029127283,13,18,5,5,9,86.2884371071442,5,True,6183
6,0,7,2,10,3,0.44977269096690076,5,2.0,1,0.28587664930935663,14,1,0,1,2,14.704767451567387,12.430519791712278,2405.5252598790917,0.06004546180661985,45,0.07856493402762574,133.63759921492652,187.14109373590856,0.28587664930935663,2,5,13,0.2941233506906434,22,23,7,8,14,90.75197456952411,8,True,6184
3,3,11,7,4,2,0.1796881298180964,2,2.16493405454498,1,0.5280387892726466,8,1,0,1,3,25.213568649998695,14.793832431818775,5509.325917267993,0.12164934054544979,78,0.07,306.07709858455513,372.48453838181484,0.58246702727249,1,2,8,0.0997920865453976,30,47,13,13,24,94.75674322018321,12,True,6185
9,3,27,13,16,5,0.17653803374723326,8,2.0581158555309624,2,0.4145289638827406,27,1,0,3,4,24.03441516105922,41.95054505090428,42257.232196980396,0.33782065541758893,211,0.02,2347.62215194523,1007.6561906120336,0.24358689164822167,4,8,24,0.10435868916482217,89,122,14,13,49,92.74903482358688,30,True,6186
10,6,23,11,14,5,0.2385285476107799,4,2.843371873289349,4,0.6585285476107798,31,4,0,1,2,53.22216596433243,16.505793536128635,13913.0607602589,0.28683602000694486,155,0.0636588580955688,772.9468984265526,859.0941476888942,0.6585285476107798,4,7,27,0.15779941237533032,71,84,30,14,38,97.19903660763161,24,True,6187
11,6,23,11,14,6,0.25048760686227034,4,2.906994068507278,4,0.6704876068622703,32,4,0,1,2,51.08819143149648,16.595247299329785,13519.279554299006,0.27679041023569295,150,0.06318049572550918,751.0704305189862,829.6978233239905,0.6704876068622703,5,7,28,0.16593157266634384,68,81,29,14,37,97.18085883756935,24,True,6188
3,0,5,5,4,2,0.26002295976076767,2,0.5011479880383827,1,0.9498852011961617,5,1,0,1,0,20.415306830753845,7.865355876291899,1274.7644693875397,0.05501147988038383,41,0.1274942600598081,70.82190986380537,161.21272078511043,0.7995408047846471,1,2,5,0.11758609910287869,18,22,8,7,14,88.74713002990404,7,True,6189
1,1,1,2,0,1,0.39222189872574875,0,0.0,1,1.0,2,1,0,1,0,13.370279904142361,6.737202212715879,675.8172822554664,0.03293337215291015,25,0.1527555037961198,37.54423668001567,94.40234418039273,1.0,0,0,3,0.17671089113350916,10,15,4,7,7,67.2444962038802,2,True,6190
1,1,4,0,0,1,0.1988910591291676,0,0.0,1,1.0,2,1,0,1,1,16.43566123181525,4.693579675902768,395.56633168032664,0.02737354007916658,24,0.2411478720930569,21.97462975408049,79.82486187728313,1.0,0,0,3,0.1405058396833337,9,14,4,4,7,80.41200302795407,5,True,6191
1,0,1,1,0,1,0.42929971733237504,0,0.0,1,1.0,1,1,0,1,0,10.978072946177223,3.256195021463803,335.4029033711367,0.014140056533524986,14,0.5172873894379302,18.636586632986116,50.186902234762876,1.0,0,0,2,0.20192380778601504,6,8,3,3,6,61.31204522681999,2,True,6192
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,2,10.094550338219529,5.1395594859153615,285.43020526443786,0.01581417714468511,15,0.19674329142125957,15.854972556912502,53.436948070225675,1.0,0,0,2,0.20348658284251914,5,9,3,7,5,50.0,2,True,6193
5,2,9,5,9,3,0.30897943487858803,4,2.0,1,0.5471431012999742,14,1,0,1,0,23.306811173575294,12.537687516638048,3725.1319281285178,0.09952385021666235,61,0.08,206.94906403531962,294.571814312157,0.3065986859618999,2,4,13,0.1955781208404879,28,33,14,12,19,90.0,11,True,6194
4,8,28,17,6,2,0.08667794429052678,3,2.0,2,0.8338972145263392,21,2,0,1,5,52.66795860921482,21.06971003414356,21006.129983771312,0.3465426128042054,182,0.04996616712841965,1167.0090838235694,1027.1557407745781,0.8338972145263392,1,3,20,0.05,78,104,31,17,53,96.53179957648835,30,True,6195
76,30,195,34,121,39,0.17,57,2.091809132197329,30,0.6683651556537316,195,16,0,36,1,87.48236760208331,52.41161037113716,271994.2542585339,1.625327850762609,696,0.02,15110.788503989505,4864.599767893317,0.3624315415798901,32,60,157,0.13531120469128047,267,428,82,29,269,87.91399980164084,231,True,6196
86,5,274,21,1,80,0.2887550249845076,0,0.11619766811262243,74,0.9067202665014146,182,9,0,8,1,46.522721819803316,172.31450648920116,1445571.3538372598,2.7158370903704703,1089,0.010414991671830794,80309.51551289731,8156.439463338133,0.14821943368449403,0,0,103,0.25585008328169206,367,721,90,85,307,96.823816545941,283,True,6197
5,1,8,4,9,3,0.37298314528855486,4,2.0,1,0.34072632479388937,13,1,0,1,2,17.280508212321045,13.088715897526672,3216.139837916924,0.07540337094228902,54,0.07637094700824443,178.67357076176668,234.32278458770364,0.34072632479388937,2,4,12,0.23927367520611065,24,29,9,9,17,91.90162376767992,9,True,6198
1,0,2,3,0,1,0.3506768949116327,0,0.0,1,1.0,1,1,0,1,0,14.578998213047225,5.209185930395044,689.0294891422549,0.029864621017673468,25,0.3474620930091266,38.282857499481224,93.08665906041676,1.0,0,0,2,0.14846028853991022,11,14,4,4,8,73.89169681413877,3,True,6199
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.41069153733276,2.9211276562374096,147.84872185250293,0.0069323300304263875,9,0.5001579142545536,8.214284881795574,31.95638863930145,1.0,0,0,2,0.22227067987829446,3,6,3,4,4,50.0,2,True,6200
11,6,32,16,16,6,0.16884591143630098,6,2.403845051983186,1,0.33038507816706175,28,2,0,1,4,38.508578864830326,27.42727465845592,24655.274163630565,0.31500028648437156,171,0.0376923958413451,1369.7330090905868,932.20394065142,0.4434616927223539,5,8,24,0.10653830727764607,73,98,25,17,56,96.51923328147834,34,True,6201
6,2,11,5,10,3,0.24773927249674912,5,2.0,2,0.7084350904096232,15,1,0,2,0,26.53112219518855,11.45025038065669,3656.9030677347487,0.10521727291937573,63,0.0918261816644994,203.15823805598154,307.08251185318574,0.29156490959037695,2,5,13,0.16660890874512368,27,35,15,12,22,88.52172729193758,14,True,6202
45,4,128,18,17,38,0.2714115221916523,6,1.7349245954457824,33,0.7217229033776249,94,8,0,7,2,31.376062714043037,94.92201585988326,598682.0364549911,1.2647640233682451,548,0.01619615926944922,33260.11316694787,3805.145391141462,0.5413388303225473,5,8,58,0.19803840730550779,192,355,44,43,158,92.27981881421292,135,True,6203
15,9,53,27,24,8,0.1640595890464126,10,2.4402234589240472,6,0.7559031677995796,41,3,0,4,5,39.91450676267318,38.16562375888497,53397.68535366172,0.4838919948533772,268,0.025996275684599213,2966.5418523604876,1451.1858167954194,0.4042458048164519,7,12,35,0.10003724315400786,108,159,24,16,92,93.42743022237346,58,True,6204
3,0,4,4,5,2,0.3734174226614331,2,0.9873393812914644,1,0.6297477320157009,8,1,0,1,0,16.14405800871583,9.82784297287019,1503.9369713010187,0.05,40,0.1053165154677134,83.55210319690713,152.09771164473375,0.6297477320157009,1,2,7,0.20341742266143306,19,20,7,6,12,90.0,5,True,6205
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.365057822489089,2.551239750030592,58.61509406869911,0.0035041325001019742,6,0.5123140374954112,3.2581985225665893,18.05409966768753,1.0,0,0,2,0.25,2,4,2,4,4,50.0,2,True,6206
14,7,22,9,19,7,0.3160689607639504,6,3.2141982363503376,5,0.75,36,5,0,1,2,36.923508628710835,17.076810306207097,10769.351498137017,0.2091293100477469,119,0.06,598.2983681915036,630.4607573277945,0.706465502387345,6,9,31,0.2121637904297221,53,65,23,15,35,96.44529289370931,24,True,6207
4,2,10,5,6,2,0.2689195848045953,3,2.0,1,0.41505743942528905,11,1,0,1,3,20.771097355411577,13.980689273103469,4314.667488076039,0.09621608303908094,65,0.07339770242298845,239.70536236331634,298.2624093936336,0.41505743942528905,1,3,10,0.16494256057471096,26,38,10,11,21,93.45960393035405,11,True,6208
3,2,10,4,4,2,0.1645561915643725,2,1.0887616871254968,2,1.0,6,1,0,2,0,30.590999241980455,5.941778859363555,1226.0962069496143,0.0626628506137649,47,0.1727809578218626,68.11751117919638,192.28473692356835,0.6352648348129586,1,2,6,0.11366857469311756,18,29,9,6,19,86.35675749020888,13,True,6209
5,4,14,6,9,3,0.21068682985725254,4,2.0,2,0.6957508935236634,16,1,0,2,0,30.653326084530054,13.767503709113328,6066.420044933597,0.1457508935236633,83,0.07356227661908418,337.0220077356693,428.6743566785632,0.30424910647633674,2,4,15,0.1367811383095421,34,49,18,14,25,90.0,16,True,6210
13,3,29,14,21,7,0.21112807122199123,8,2.3655828553065885,3,0.49139571382664715,31,4,0,4,4,22.946750649352943,42.79992263778445,41924.095546061006,0.32629064292600296,203,0.02,2329.1164818962347,980.4953245193542,0.4741871414799415,6,10,25,0.12741871414799416,84,119,14,14,54,91.31546993713303,34,True,6211
74,28,184,33,118,38,0.2012197378727947,54,2.3624136041641384,29,0.7175605242544106,185,17,0,35,1,81.74467350345807,52.37945292324493,254421.43169200292,1.518260943725887,652,0.02,14134.522406573338,4550.418233221098,0.5583478112548227,31,59,148,0.15346885976364386,249,403,77,29,256,87.00410091727535,219,True,6212
6,1,10,3,10,3,0.3125742083817396,4,2.56435520954349,2,0.7266338227593463,11,2,0,1,1,26.015738368734173,11.388805235725716,3664.3171573340387,0.10386131257260942,61,0.09178223952282549,203.57005659147842,300.93334652749644,0.6514841676347921,2,5,9,0.2130693437136953,27,34,15,12,18,89.12543658176291,12,True,6213
3,4,13,7,5,2,0.15411038364292987,2,2.0,1,0.5513797955366235,11,1,0,1,3,27.31049305043799,15.18291207211038,6354.591533036062,0.1364415345717195,85,0.06794480817853507,353.0365081496284,416.4209085629408,0.4486202044633765,1,2,11,0.0902759591073247,32,52,15,13,27,94.16307948555237,15,True,6214
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,8.308180725816147,4.805942071035274,206.96035639905125,0.012781291554866125,12,0.2088748337805355,11.49671596434262,41.211386257665346,1.0,0,0,2,0.227749667561071,4,8,2,6,4,50.0,2,True,6215
4,3,11,7,7,2,0.21861958081785476,3,2.0,1,0.6458166092379414,13,1,0,1,0,27.161685328624916,13.078651737100067,4643.604194273347,0.12,72,0.07857744760223184,257.9767369390067,354.53535759483003,0.3541833907620586,1,3,12,0.13146468561339109,30,41,16,13,22,90.74541745643052,13,True,6216
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,11.432612473412803,5.725265280731911,371.4703596139394,0.02,17,0.17686836798170222,20.633005352772383,65.1302806417355,1.0,0,0,3,0.1950530561463822,6,11,4,8,5,50.0,2,True,6217
5,1,8,4,6,3,0.31495342154879014,2,2.8495342154879015,2,0.67,8,2,0,1,2,27.517523289225608,13.601038873333023,5094.88782882247,0.128495342154879,74,0.071504657845121,283.0475735647014,374.3306194476684,0.8991879243768939,2,3,7,0.1909720529292741,32,41,17,14,16,91.96242403777705,9,True,6218
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.851432547875257,5.59954628314644,295.48677943724874,0.01822020570287307,14,0.21449485742817334,16.411624333184925,50.01819362165643,1.0,0,0,3,0.25,3,10,2,8,4,50.0,2,True,6219
19,4,34,17,29,10,0.25925264660352065,10,2.7944363691595426,6,0.6014947067929587,37,8,0,6,3,22.1771167418529,44.106539378631446,44161.16203432338,0.32536226426096415,197,0.02,2453.400613214013,987.9972016748134,0.7969275471478072,9,14,29,0.15991696073372452,79,118,14,16,63,89.26093625680359,41,True,6220
11,5,31,15,18,6,0.18082005797855324,8,2.2705014494638314,2,0.34048968111795713,29,2,0,2,5,26.42024168267848,35.579286720310435,33474.7593223008,0.3129498550536169,184,0.025410028989276624,1859.705426788047,928.4151878832417,0.3244306667533624,5,9,25,0.11082005797855325,77,107,17,16,54,94.79448950848273,33,True,6221
1,1,1,0,0,1,0.49681760623308974,0,0.030308512065811977,1,0.9969691487934188,2,1,0,1,2,12.734577029499077,5.641371118969833,413.10562559343225,0.020757712801645303,19,0.17909074463802563,22.946406806017322,72.28550881644964,0.9878765951736752,0,0,3,0.17090925536197438,7,12,5,8,6,50.53039896115171,2,True,6222
1,0,2,5,0,1,0.2652508944785056,0,0.0,1,1.0,1,1,0,1,0,18.785546278430033,7.581282450601412,1096.2120032909615,0.04816989266257933,38,0.13305017889570114,60.904081266114076,143.27941196030133,1.0,0,0,2,0.08549032201226202,17,21,6,6,11,87.5598568834391,3,True,6223
