LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
6,1,0,0,7,0,1,0.11800050012188265,0,0.11429285888403795,1,0.9811416782841338,1,1,0.057146429442018976,9,0,0,0.057146429442018976,94.57346383182005,5.525440788691705,2761.1557974632287,0.1742853570557981,103,0.18542828564463848,153.40216332731643,509.2721571883581,1.0,0,0,2,0.04285732147210095,33,70,22,7,26,46.27537952376108,9,True,208
7,21,1,0,14,39,11,0.24593192798931218,18,2.1197730932977072,2,0.22598865466488538,48,6,0.5042382520374075,45,0,8,0.7724311227343563,27.98433516969504,76.29839597857924,128098.5287025013,0.6115802226007583,333,0.01598865466488536,7116.586927286442,1837.129832863709,0.5442382520374075,10,19,38,0.1579659639946561,154,178,23,20,70,24.044878350567828,45,True,209
4,10,3,0,4,14,6,0.25,7,2.042730109374441,3,0.41240806807927977,22,1,0.04273010937444137,26,2,4,0.8779139732158818,25.021022993178835,31.647356790238746,20525.553031720774,0.23273010937444139,131,0.036104301339205905,1140.312051523302,691.8646561924866,0.2903220412951616,3,7,17,0.19084354799119116,59,72,20,18,37,5.854024984298466,26,True,210
7,10,1,0,6,18,5,0.29967953263259384,9,2.0,1,0.3503204673674062,28,1,0.0,18,1,5,1.0,32.46582695144136,15.72795086039708,7730.732308030952,0.16282807034091548,100,0.06760935678030516,429.48225973790113,498.76511160106054,0.209445613124965,4,9,24,0.15804678390152577,47,52,18,12,34,25.314853770832165,18,True,211
15,15,3,0,19,29,8,0.2225387571119724,14,2.0,5,0.5610109978095035,38,4,0.4183172122496415,38,0,7,0.8737047833693655,26.155614153106235,31.411633759388167,24689.10124765319,0.26,151,0.032487080962675864,1371.6120828440928,786.2846932560025,0.5009076455109104,7,14,32,0.1087306214440138,64,86,18,18,76,35.441800709206696,39,True,212
8,30,2,1,29,55,15,0.2643450528756571,25,2.2472225679654403,4,0.29426623110706296,65,7,0.46174652566491436,59,2,11,0.8196634516389945,21.037510370375266,86.48787181224796,154782.8449802117,0.5984323791589028,344,0.01,8599.046639120523,1800.4259038130754,0.5017465256649144,14,27,51,0.15182534743350856,167,176,18,18,101,33.79089089189403,60,True,213
2,1,0,0,12,0,1,0.2689889667694487,0,0.21098851966054122,1,0.9651868942560107,2,1,0.0,4,1,1,1.0,12.018525123977387,13.384968465189523,2075.215687634433,0.051054942598302705,42,0.07527471299151353,115.29201073061378,155.61109549864926,0.9293188459137187,0,0,3,0.06371425377793519,20,22,5,7,20,73.41042775783019,4,True,214
8,12,2,0,22,22,6,0.2645653457048291,10,2.077610876982095,2,0.35282672852414554,29,1,0.0,26,1,5,0.738693085903418,22.015505483360837,35.565085998255,27437.790434340146,0.2554346542951709,147,0.0245653457048291,1524.3174516876259,769.0797761210927,0.1517386171806836,5,11,24,0.12652276563863282,68,78,18,18,58,42.56323564818767,26,True,215
27,43,7,2,62,74,22,0.166553213116505,35,2.11242570493204,8,0.41262382511326656,127,14,0.63,131,0,14,0.6264541530258918,59.86678181434306,83.47626618437528,421692.18657877715,1.6660706119967617,779,0.012184404372168337,23427.34383908568,4987.559608405534,0.65,19,37,106,0.09436880874433667,359,419,57,26,225,32.97788417467312,133,True,216
39,14,4,13,32,25,7,0.1549717906166659,11,2.158273780190739,2,0.3708443036490744,31,3,0.26656636663703437,41,1,3,0.40833019895740735,44.799851527806496,30.19551717202779,41174.67479042168,0.45251410469166703,245,0.034165099478703664,2287.4806372014364,1356.2051686701436,0.39575967549907215,6,12,25,0.09247649218055493,89,156,27,18,130,46.869919813678855,54,True,217
17,19,3,0,12,36,10,0.2210095533946037,17,2.066530252416245,6,0.667318472497283,44,6,0.644321656962151,46,0,9,0.8918296181243208,31.26533594803832,25.86072453078368,20822.29496629755,0.2670031844648679,152,0.04,1156.7896555055636,806.5397986764301,0.6766560517837736,9,18,36,0.13050477669730184,60,91,21,18,78,22.374484038659922,47,True,218
